Sourcefile	20210805 154301 Meng_500ms_CO2_wo_47_49.qmp
Exporttime	8/5/2021 04:01:12.927 PM

Start Time	8/5/2021 03:43:10.017 PM
End Time	8/5/2021 04:00:58.653 PM

		18			28			32			40			44			45			TP	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Pressure [mbar]	
8/5/2021 03:47:36.963 PM	266.947	7.029907e-011	8/5/2021 03:47:37.024 PM	267.008	1.641881e-010	8/5/2021 03:47:37.240 PM	267.223	9.531712e-011	8/5/2021 03:47:37.455 PM	267.438	4.033322e-012	8/5/2021 03:47:37.994 PM	267.978	1.422091e-012	8/5/2021 03:47:38.533 PM	268.516	1.823648e-014	8/5/2021 03:47:38.616 PM	268.599	8.920279e-009
8/5/2021 03:47:38.677 PM	268.660	6.982364e-011	8/5/2021 03:47:38.738 PM	268.722	1.628866e-010	8/5/2021 03:47:38.954 PM	268.938	9.533510e-011	8/5/2021 03:47:39.169 PM	269.153	4.061525e-012	8/5/2021 03:47:39.708 PM	269.691	1.422128e-012	8/5/2021 03:47:40.248 PM	270.232	1.452113e-014	8/5/2021 03:47:40.328 PM	270.312	8.920279e-009
8/5/2021 03:47:40.390 PM	270.373	7.077027e-011	8/5/2021 03:47:40.450 PM	270.434	1.633983e-010	8/5/2021 03:47:40.664 PM	270.648	9.518100e-011	8/5/2021 03:47:40.885 PM	270.868	4.012926e-012	8/5/2021 03:47:41.424 PM	271.407	1.385679e-012	8/5/2021 03:47:41.961 PM	271.945	1.481321e-014	8/5/2021 03:47:42.041 PM	272.025	8.878575e-009
8/5/2021 03:47:42.103 PM	272.086	7.031861e-011	8/5/2021 03:47:42.165 PM	272.148	1.649314e-010	8/5/2021 03:47:42.381 PM	272.364	9.571450e-011	8/5/2021 03:47:42.600 PM	272.583	3.914057e-012	8/5/2021 03:47:43.137 PM	273.121	1.421478e-012	8/5/2021 03:47:43.677 PM	273.660	1.983031e-014	8/5/2021 03:47:43.756 PM	273.739	8.920279e-009
8/5/2021 03:47:43.817 PM	273.801	7.153270e-011	8/5/2021 03:47:43.879 PM	273.862	1.626191e-010	8/5/2021 03:47:44.093 PM	274.076	9.523500e-011	8/5/2021 03:47:44.307 PM	274.291	3.867173e-012	8/5/2021 03:47:44.848 PM	274.831	1.378247e-012	8/5/2021 03:47:45.384 PM	275.368	2.077371e-014	8/5/2021 03:47:45.464 PM	275.448	8.878575e-009
8/5/2021 03:47:45.526 PM	275.509	7.039534e-011	8/5/2021 03:47:45.587 PM	275.571	1.646652e-010	8/5/2021 03:47:45.801 PM	275.785	9.581980e-011	8/5/2021 03:47:46.017 PM	276.001	3.799338e-012	8/5/2021 03:47:46.556 PM	276.539	1.383412e-012	8/5/2021 03:47:47.095 PM	277.078	2.156178e-014	8/5/2021 03:47:47.176 PM	277.159	8.878575e-009
8/5/2021 03:47:47.238 PM	277.221	7.104482e-011	8/5/2021 03:47:47.299 PM	277.283	1.633949e-010	8/5/2021 03:47:47.513 PM	277.497	9.548867e-011	8/5/2021 03:47:47.734 PM	277.717	3.953361e-012	8/5/2021 03:47:48.272 PM	278.256	1.454994e-012	8/5/2021 03:47:48.810 PM	278.794	1.111464e-014	8/5/2021 03:47:48.889 PM	278.873	8.878575e-009
8/5/2021 03:47:48.951 PM	278.934	7.127652e-011	8/5/2021 03:47:49.013 PM	278.996	1.639568e-010	8/5/2021 03:47:49.229 PM	279.212	9.550755e-011	8/5/2021 03:47:49.447 PM	279.430	3.795410e-012	8/5/2021 03:47:49.984 PM	279.968	1.401109e-012	8/5/2021 03:47:50.522 PM	280.506	1.845287e-014	8/5/2021 03:47:50.606 PM	280.589	8.920279e-009
8/5/2021 03:47:50.666 PM	280.650	7.158130e-011	8/5/2021 03:47:50.728 PM	280.711	1.616934e-010	8/5/2021 03:47:50.942 PM	280.925	9.544072e-011	8/5/2021 03:47:51.155 PM	281.139	3.858087e-012	8/5/2021 03:47:51.694 PM	281.677	1.423303e-012	8/5/2021 03:47:52.232 PM	282.216	1.670248e-014	8/5/2021 03:47:52.311 PM	282.294	8.878575e-009
8/5/2021 03:47:52.373 PM	282.356	7.113499e-011	8/5/2021 03:47:52.433 PM	282.417	1.628837e-010	8/5/2021 03:47:52.648 PM	282.631	9.578197e-011	8/5/2021 03:47:52.866 PM	282.850	3.931828e-012	8/5/2021 03:47:53.405 PM	283.388	1.411778e-012	8/5/2021 03:47:53.944 PM	283.927	1.887865e-014	8/5/2021 03:47:54.024 PM	284.007	8.878575e-009
8/5/2021 03:47:54.085 PM	284.068	7.098003e-011	8/5/2021 03:47:54.145 PM	284.129	1.630397e-010	8/5/2021 03:47:54.360 PM	284.343	9.523565e-011	8/5/2021 03:47:54.578 PM	284.562	3.922284e-012	8/5/2021 03:47:55.116 PM	285.099	1.422842e-012	8/5/2021 03:47:55.654 PM	285.637	1.605695e-014	8/5/2021 03:47:55.741 PM	285.724	8.878575e-009
8/5/2021 03:47:55.801 PM	285.785	7.031893e-011	8/5/2021 03:47:55.863 PM	285.846	1.629121e-010	8/5/2021 03:47:56.077 PM	286.060	9.581305e-011	8/5/2021 03:47:56.291 PM	286.275	3.930190e-012	8/5/2021 03:47:56.831 PM	286.814	1.361367e-012	8/5/2021 03:47:57.370 PM	287.354	9.306861e-015	8/5/2021 03:47:57.450 PM	287.434	8.878575e-009
8/5/2021 03:47:57.512 PM	287.495	7.029676e-011	8/5/2021 03:47:57.573 PM	287.556	1.641466e-010	8/5/2021 03:47:57.786 PM	287.770	9.549381e-011	8/5/2021 03:47:58.006 PM	287.989	3.977104e-012	8/5/2021 03:47:58.545 PM	288.529	1.437789e-012	8/5/2021 03:47:59.084 PM	289.067	2.092389e-014	8/5/2021 03:47:59.164 PM	289.147	8.878575e-009
8/5/2021 03:47:59.224 PM	289.208	6.973409e-011	8/5/2021 03:47:59.286 PM	289.269	1.632866e-010	8/5/2021 03:47:59.502 PM	289.485	9.556065e-011	8/5/2021 03:47:59.722 PM	289.706	3.932085e-012	8/5/2021 03:48:00.259 PM	290.243	1.414675e-012	8/5/2021 03:48:00.799 PM	290.782	1.475704e-014	8/5/2021 03:48:00.879 PM	290.862	8.920279e-009
8/5/2021 03:48:00.938 PM	290.922	7.095450e-011	8/5/2021 03:48:01.000 PM	290.984	1.641232e-010	8/5/2021 03:48:01.216 PM	291.199	9.535125e-011	8/5/2021 03:48:01.430 PM	291.413	3.871547e-012	8/5/2021 03:48:01.968 PM	291.951	1.416289e-012	8/5/2021 03:48:02.505 PM	292.489	1.723234e-014	8/5/2021 03:48:02.584 PM	292.568	8.920279e-009
8/5/2021 03:48:02.647 PM	292.630	7.040055e-011	8/5/2021 03:48:02.709 PM	292.692	1.640156e-010	8/5/2021 03:48:02.924 PM	292.907	9.593578e-011	8/5/2021 03:48:03.143 PM	293.126	3.922460e-012	8/5/2021 03:48:03.680 PM	293.664	1.431169e-012	8/5/2021 03:48:04.217 PM	294.201	1.988127e-014	8/5/2021 03:48:04.298 PM	294.282	8.837067e-009
8/5/2021 03:48:04.360 PM	294.344	7.107889e-011	8/5/2021 03:48:04.423 PM	294.406	1.626865e-010	8/5/2021 03:48:04.638 PM	294.621	9.604051e-011	8/5/2021 03:48:04.851 PM	294.835	3.778716e-012	8/5/2021 03:48:05.389 PM	295.372	1.398667e-012	8/5/2021 03:48:05.928 PM	295.911	1.739958e-014	8/5/2021 03:48:06.006 PM	295.989	8.878575e-009
8/5/2021 03:48:06.067 PM	296.051	7.135094e-011	8/5/2021 03:48:06.128 PM	296.112	1.628476e-010	8/5/2021 03:48:06.344 PM	296.328	9.575173e-011	8/5/2021 03:48:06.560 PM	296.543	4.017179e-012	8/5/2021 03:48:07.096 PM	297.080	1.460383e-012	8/5/2021 03:48:07.633 PM	297.617	2.176413e-014	8/5/2021 03:48:07.713 PM	297.697	8.837067e-009
8/5/2021 03:48:07.775 PM	297.758	6.964695e-011	8/5/2021 03:48:07.836 PM	297.819	1.635762e-010	8/5/2021 03:48:08.049 PM	298.033	9.574289e-011	8/5/2021 03:48:08.264 PM	298.248	3.851478e-012	8/5/2021 03:48:08.800 PM	298.784	1.378440e-012	8/5/2021 03:48:09.338 PM	299.322	2.344127e-014	8/5/2021 03:48:09.417 PM	299.401	8.878575e-009
8/5/2021 03:48:09.479 PM	299.462	7.060368e-011	8/5/2021 03:48:09.541 PM	299.524	1.627355e-010	8/5/2021 03:48:09.754 PM	299.738	9.533664e-011	8/5/2021 03:48:09.968 PM	299.952	3.869264e-012	8/5/2021 03:48:10.506 PM	300.490	1.399662e-012	8/5/2021 03:48:11.043 PM	301.027	2.663320e-014	8/5/2021 03:48:11.122 PM	301.106	8.920279e-009
8/5/2021 03:48:11.184 PM	301.167	7.049489e-011	8/5/2021 03:48:11.246 PM	301.229	1.633509e-010	8/5/2021 03:48:11.459 PM	301.443	9.531408e-011	8/5/2021 03:48:11.680 PM	301.663	3.719552e-012	8/5/2021 03:48:12.216 PM	302.199	1.390816e-012	8/5/2021 03:48:12.754 PM	302.738	1.602887e-014	8/5/2021 03:48:12.839 PM	302.822	8.878575e-009
8/5/2021 03:48:12.899 PM	302.883	7.035879e-011	8/5/2021 03:48:12.960 PM	302.944	1.622732e-010	8/5/2021 03:48:13.176 PM	303.160	9.518342e-011	8/5/2021 03:48:13.391 PM	303.374	3.922722e-012	8/5/2021 03:48:13.928 PM	303.912	1.359502e-012	8/5/2021 03:48:14.465 PM	304.449	2.267885e-014	8/5/2021 03:48:14.551 PM	304.534	8.878575e-009
8/5/2021 03:48:14.613 PM	304.596	7.139673e-011	8/5/2021 03:48:14.673 PM	304.657	1.651727e-010	8/5/2021 03:48:14.889 PM	304.873	9.551673e-011	8/5/2021 03:48:15.104 PM	305.087	3.838034e-012	8/5/2021 03:48:15.640 PM	305.624	1.416594e-012	8/5/2021 03:48:16.178 PM	306.162	2.045081e-014	8/5/2021 03:48:16.262 PM	306.245	8.920279e-009
8/5/2021 03:48:16.321 PM	306.305	7.073661e-011	8/5/2021 03:48:16.384 PM	306.367	1.640057e-010	8/5/2021 03:48:16.597 PM	306.580	9.574594e-011	8/5/2021 03:48:16.812 PM	306.795	3.975315e-012	8/5/2021 03:48:17.349 PM	307.332	1.431983e-012	8/5/2021 03:48:17.887 PM	307.870	1.643816e-014	8/5/2021 03:48:17.965 PM	307.948	8.878575e-009
8/5/2021 03:48:18.026 PM	308.010	7.083506e-011	8/5/2021 03:48:18.088 PM	308.071	1.651804e-010	8/5/2021 03:48:18.303 PM	308.286	9.556865e-011	8/5/2021 03:48:18.518 PM	308.501	4.000778e-012	8/5/2021 03:48:19.055 PM	309.038	1.383256e-012	8/5/2021 03:48:19.592 PM	309.576	1.943199e-014	8/5/2021 03:48:19.671 PM	309.654	8.920279e-009
8/5/2021 03:48:19.733 PM	309.716	7.085266e-011	8/5/2021 03:48:19.794 PM	309.778	1.644168e-010	8/5/2021 03:48:20.008 PM	309.991	9.560280e-011	8/5/2021 03:48:20.227 PM	310.211	3.865005e-012	8/5/2021 03:48:20.765 PM	310.748	1.371957e-012	8/5/2021 03:48:21.302 PM	311.285	1.644427e-014	8/5/2021 03:48:21.381 PM	311.364	8.878575e-009
8/5/2021 03:48:21.441 PM	311.425	7.167552e-011	8/5/2021 03:48:21.504 PM	311.487	1.654120e-010	8/5/2021 03:48:21.718 PM	311.701	9.559424e-011	8/5/2021 03:48:21.933 PM	311.916	4.002352e-012	8/5/2021 03:48:22.471 PM	312.454	1.385999e-012	8/5/2021 03:48:23.008 PM	312.991	2.296789e-014	8/5/2021 03:48:23.087 PM	313.070	8.837067e-009
8/5/2021 03:48:23.148 PM	313.131	7.059128e-011	8/5/2021 03:48:23.209 PM	313.193	1.627949e-010	8/5/2021 03:48:23.424 PM	313.407	9.560889e-011	8/5/2021 03:48:23.640 PM	313.624	3.927843e-012	8/5/2021 03:48:24.178 PM	314.162	1.372137e-012	8/5/2021 03:48:24.717 PM	314.700	1.565956e-014	8/5/2021 03:48:24.800 PM	314.784	8.920279e-009
8/5/2021 03:48:24.862 PM	314.845	7.284163e-011	8/5/2021 03:48:24.922 PM	314.906	1.636342e-010	8/5/2021 03:48:25.136 PM	315.119	9.540990e-011	8/5/2021 03:48:25.356 PM	315.339	3.964305e-012	8/5/2021 03:48:25.893 PM	315.876	1.422378e-012	8/5/2021 03:48:26.431 PM	316.414	1.465846e-014	8/5/2021 03:48:26.509 PM	316.492	8.878575e-009
8/5/2021 03:48:26.569 PM	316.553	7.058282e-011	8/5/2021 03:48:26.632 PM	316.615	1.632169e-010	8/5/2021 03:48:26.847 PM	316.830	9.505768e-011	8/5/2021 03:48:27.061 PM	317.044	3.983480e-012	8/5/2021 03:48:27.599 PM	317.582	1.436159e-012	8/5/2021 03:48:28.136 PM	318.120	1.862227e-014	8/5/2021 03:48:28.222 PM	318.205	8.878575e-009
8/5/2021 03:48:28.284 PM	318.267	7.125747e-011	8/5/2021 03:48:28.345 PM	318.329	1.650061e-010	8/5/2021 03:48:28.560 PM	318.543	9.549993e-011	8/5/2021 03:48:28.774 PM	318.757	3.893168e-012	8/5/2021 03:48:29.311 PM	319.294	1.382228e-012	8/5/2021 03:48:29.848 PM	319.832	1.248077e-014	8/5/2021 03:48:29.928 PM	319.911	8.920279e-009
8/5/2021 03:48:29.989 PM	319.972	7.197677e-011	8/5/2021 03:48:30.049 PM	320.033	1.630137e-010	8/5/2021 03:48:30.264 PM	320.248	9.550545e-011	8/5/2021 03:48:30.480 PM	320.463	3.958196e-012	8/5/2021 03:48:31.016 PM	321.000	1.410054e-012	8/5/2021 03:48:31.554 PM	321.538	1.661915e-014	8/5/2021 03:48:31.633 PM	321.617	8.878575e-009
8/5/2021 03:48:31.695 PM	321.678	7.025962e-011	8/5/2021 03:48:31.756 PM	321.739	1.632463e-010	8/5/2021 03:48:31.970 PM	321.954	9.499635e-011	8/5/2021 03:48:32.190 PM	322.173	3.870333e-012	8/5/2021 03:48:32.728 PM	322.711	1.438801e-012	8/5/2021 03:48:33.264 PM	323.248	1.611129e-014	8/5/2021 03:48:33.344 PM	323.327	8.920279e-009
8/5/2021 03:48:33.404 PM	323.387	7.232289e-011	8/5/2021 03:48:33.465 PM	323.449	1.633748e-010	8/5/2021 03:48:33.680 PM	323.663	9.555611e-011	8/5/2021 03:48:33.896 PM	323.879	3.941802e-012	8/5/2021 03:48:34.432 PM	324.416	1.476414e-012	8/5/2021 03:48:34.970 PM	324.954	2.023593e-014	8/5/2021 03:48:35.050 PM	325.034	8.878575e-009
8/5/2021 03:48:35.112 PM	325.095	7.193823e-011	8/5/2021 03:48:35.173 PM	325.156	1.641525e-010	8/5/2021 03:48:35.388 PM	325.371	9.566660e-011	8/5/2021 03:48:35.601 PM	325.585	4.006545e-012	8/5/2021 03:48:36.141 PM	326.124	1.380284e-012	8/5/2021 03:48:36.679 PM	326.662	1.672262e-014	8/5/2021 03:48:36.758 PM	326.741	8.837067e-009
8/5/2021 03:48:36.818 PM	326.802	7.123727e-011	8/5/2021 03:48:36.880 PM	326.864	1.634943e-010	8/5/2021 03:48:37.095 PM	327.078	9.563300e-011	8/5/2021 03:48:37.313 PM	327.297	3.944690e-012	8/5/2021 03:48:37.854 PM	327.837	1.477152e-012	8/5/2021 03:48:38.393 PM	328.377	2.387591e-014	8/5/2021 03:48:38.472 PM	328.456	8.920279e-009
8/5/2021 03:48:38.534 PM	328.517	7.272938e-011	8/5/2021 03:48:38.594 PM	328.578	1.634853e-010	8/5/2021 03:48:38.808 PM	328.792	9.540468e-011	8/5/2021 03:48:39.024 PM	329.008	3.934043e-012	8/5/2021 03:48:39.565 PM	329.548	1.396127e-012	8/5/2021 03:48:40.104 PM	330.087	2.287877e-014	8/5/2021 03:48:40.184 PM	330.167	8.920279e-009
8/5/2021 03:48:40.245 PM	330.228	7.067484e-011	8/5/2021 03:48:40.306 PM	330.290	1.623260e-010	8/5/2021 03:48:40.521 PM	330.505	9.483674e-011	8/5/2021 03:48:40.736 PM	330.719	3.885864e-012	8/5/2021 03:48:41.272 PM	331.256	1.371557e-012	8/5/2021 03:48:41.809 PM	331.793	9.768341e-015	8/5/2021 03:48:41.889 PM	331.873	8.878575e-009
8/5/2021 03:48:41.951 PM	331.934	7.045915e-011	8/5/2021 03:48:42.012 PM	331.995	1.631616e-010	8/5/2021 03:48:42.225 PM	332.209	9.515898e-011	8/5/2021 03:48:42.440 PM	332.424	3.807413e-012	8/5/2021 03:48:42.977 PM	332.961	1.411778e-012	8/5/2021 03:48:43.514 PM	333.498	1.662191e-014	8/5/2021 03:48:43.593 PM	333.577	8.878575e-009
8/5/2021 03:48:43.655 PM	333.638	7.105718e-011	8/5/2021 03:48:43.715 PM	333.699	1.647765e-010	8/5/2021 03:48:43.930 PM	333.914	9.546056e-011	8/5/2021 03:48:44.144 PM	334.128	3.884014e-012	8/5/2021 03:48:44.682 PM	334.666	1.414779e-012	8/5/2021 03:48:45.219 PM	335.203	2.603651e-014	8/5/2021 03:48:45.304 PM	335.287	8.878575e-009
8/5/2021 03:48:45.365 PM	335.348	7.032965e-011	8/5/2021 03:48:45.426 PM	335.410	1.638090e-010	8/5/2021 03:48:45.640 PM	335.624	9.585583e-011	8/5/2021 03:48:45.855 PM	335.838	3.935241e-012	8/5/2021 03:48:46.393 PM	336.377	1.381138e-012	8/5/2021 03:48:46.930 PM	336.914	1.588175e-014	8/5/2021 03:48:47.009 PM	336.993	8.878575e-009
8/5/2021 03:48:47.071 PM	337.054	7.130805e-011	8/5/2021 03:48:47.132 PM	337.115	1.635051e-010	8/5/2021 03:48:47.346 PM	337.330	9.547248e-011	8/5/2021 03:48:47.566 PM	337.549	3.845407e-012	8/5/2021 03:48:48.103 PM	338.086	1.396188e-012	8/5/2021 03:48:48.640 PM	338.624	1.813789e-014	8/5/2021 03:48:48.720 PM	338.703	8.837067e-009
8/5/2021 03:48:48.782 PM	338.765	7.230563e-011	8/5/2021 03:48:48.842 PM	338.826	1.632502e-010	8/5/2021 03:48:49.057 PM	339.041	9.542114e-011	8/5/2021 03:48:49.272 PM	339.255	3.822324e-012	8/5/2021 03:48:49.809 PM	339.793	1.392055e-012	8/5/2021 03:48:50.349 PM	340.332	1.234099e-014	8/5/2021 03:48:50.432 PM	340.416	8.878575e-009
8/5/2021 03:48:50.495 PM	340.478	7.196093e-011	8/5/2021 03:48:50.556 PM	340.539	1.621914e-010	8/5/2021 03:48:50.770 PM	340.754	9.557441e-011	8/5/2021 03:48:50.985 PM	340.969	3.928982e-012	8/5/2021 03:48:51.525 PM	341.508	1.374243e-012	8/5/2021 03:48:52.062 PM	342.045	1.274752e-014	8/5/2021 03:48:52.142 PM	342.125	8.920279e-009
8/5/2021 03:48:52.202 PM	342.186	7.079513e-011	8/5/2021 03:48:52.264 PM	342.248	1.638442e-010	8/5/2021 03:48:52.480 PM	342.463	9.560949e-011	8/5/2021 03:48:52.700 PM	342.683	3.912681e-012	8/5/2021 03:48:53.237 PM	343.220	1.414339e-012	8/5/2021 03:48:53.774 PM	343.757	2.482145e-014	8/5/2021 03:48:53.854 PM	343.837	8.878575e-009
8/5/2021 03:48:53.913 PM	343.897	7.131240e-011	8/5/2021 03:48:53.975 PM	343.958	1.645379e-010	8/5/2021 03:48:54.190 PM	344.173	9.587110e-011	8/5/2021 03:48:54.405 PM	344.388	3.990702e-012	8/5/2021 03:48:54.944 PM	344.927	1.401346e-012	8/5/2021 03:48:55.480 PM	345.464	1.398975e-014	8/5/2021 03:48:55.560 PM	345.543	8.920279e-009
8/5/2021 03:48:55.621 PM	345.604	7.151370e-011	8/5/2021 03:48:55.681 PM	345.665	1.623230e-010	8/5/2021 03:48:55.896 PM	345.880	9.588880e-011	8/5/2021 03:48:56.112 PM	346.096	3.934116e-012	8/5/2021 03:48:56.650 PM	346.634	1.385969e-012	8/5/2021 03:48:57.192 PM	347.175	9.713709e-015	8/5/2021 03:48:57.272 PM	347.255	8.878575e-009
8/5/2021 03:48:57.331 PM	347.315	7.144184e-011	8/5/2021 03:48:57.393 PM	347.377	1.610469e-010	8/5/2021 03:48:57.608 PM	347.592	9.530127e-011	8/5/2021 03:48:57.824 PM	347.808	3.852709e-012	8/5/2021 03:48:58.364 PM	348.347	1.397205e-012	8/5/2021 03:48:58.901 PM	348.884	1.483153e-014	8/5/2021 03:48:58.979 PM	348.963	8.920279e-009
8/5/2021 03:48:59.041 PM	349.025	7.156982e-011	8/5/2021 03:48:59.103 PM	349.086	1.651055e-010	8/5/2021 03:48:59.318 PM	349.301	9.566688e-011	8/5/2021 03:48:59.534 PM	349.517	3.886805e-012	8/5/2021 03:49:00.071 PM	350.054	1.411333e-012	8/5/2021 03:49:00.609 PM	350.593	1.839123e-014	8/5/2021 03:49:00.688 PM	350.672	8.920279e-009
8/5/2021 03:49:00.750 PM	350.733	7.213991e-011	8/5/2021 03:49:00.812 PM	350.795	1.639186e-010	8/5/2021 03:49:01.025 PM	351.009	9.577190e-011	8/5/2021 03:49:01.246 PM	351.229	3.958232e-012	8/5/2021 03:49:01.784 PM	351.767	1.416901e-012	8/5/2021 03:49:02.321 PM	352.305	2.087322e-014	8/5/2021 03:49:02.401 PM	352.385	8.837067e-009
8/5/2021 03:49:02.463 PM	352.446	7.099487e-011	8/5/2021 03:49:02.525 PM	352.508	1.640550e-010	8/5/2021 03:49:02.739 PM	352.723	9.496766e-011	8/5/2021 03:49:02.958 PM	352.941	4.015234e-012	8/5/2021 03:49:03.496 PM	353.479	1.392522e-012	8/5/2021 03:49:04.032 PM	354.015	1.726468e-014	8/5/2021 03:49:04.111 PM	354.094	8.878575e-009
8/5/2021 03:49:04.173 PM	354.156	7.171503e-011	8/5/2021 03:49:04.233 PM	354.217	1.620614e-010	8/5/2021 03:49:04.448 PM	354.431	9.564399e-011	8/5/2021 03:49:04.663 PM	354.646	3.916439e-012	8/5/2021 03:49:05.200 PM	355.183	1.368410e-012	8/5/2021 03:49:05.736 PM	355.720	2.033207e-014	8/5/2021 03:49:05.816 PM	355.799	8.878575e-009
8/5/2021 03:49:05.877 PM	355.860	7.110035e-011	8/5/2021 03:49:05.937 PM	355.921	1.640222e-010	8/5/2021 03:49:06.152 PM	356.136	9.547797e-011	8/5/2021 03:49:06.368 PM	356.351	3.997436e-012	8/5/2021 03:49:06.904 PM	356.888	1.388183e-012	8/5/2021 03:49:07.442 PM	357.426	1.180381e-014	8/5/2021 03:49:07.522 PM	357.506	8.878575e-009
8/5/2021 03:49:07.584 PM	357.567	7.035036e-011	8/5/2021 03:49:07.645 PM	357.628	1.622079e-010	8/5/2021 03:49:07.858 PM	357.842	9.541114e-011	8/5/2021 03:49:08.078 PM	358.061	3.930038e-012	8/5/2021 03:49:08.616 PM	358.599	1.416594e-012	8/5/2021 03:49:09.153 PM	359.137	1.580606e-014	8/5/2021 03:49:09.232 PM	359.216	8.920279e-009
8/5/2021 03:49:09.294 PM	359.277	7.141236e-011	8/5/2021 03:49:09.356 PM	359.339	1.645858e-010	8/5/2021 03:49:09.570 PM	359.554	9.524353e-011	8/5/2021 03:49:09.790 PM	359.773	3.942863e-012	8/5/2021 03:49:10.328 PM	360.311	1.423981e-012	8/5/2021 03:49:10.865 PM	360.849	1.775606e-014	8/5/2021 03:49:10.944 PM	360.928	8.878575e-009
8/5/2021 03:49:11.007 PM	360.990	7.128241e-011	8/5/2021 03:49:11.068 PM	361.051	1.642541e-010	8/5/2021 03:49:11.281 PM	361.265	9.495665e-011	8/5/2021 03:49:11.500 PM	361.483	3.753249e-012	8/5/2021 03:49:12.038 PM	362.021	1.380280e-012	8/5/2021 03:49:12.576 PM	362.559	1.656910e-014	8/5/2021 03:49:12.655 PM	362.638	8.920279e-009
8/5/2021 03:49:12.716 PM	362.699	7.017294e-011	8/5/2021 03:49:12.777 PM	362.761	1.646431e-010	8/5/2021 03:49:12.992 PM	362.976	9.496825e-011	8/5/2021 03:49:13.208 PM	363.191	3.866919e-012	8/5/2021 03:49:13.744 PM	363.728	1.400303e-012	8/5/2021 03:49:14.285 PM	364.268	2.409808e-014	8/5/2021 03:49:14.364 PM	364.347	8.878575e-009
8/5/2021 03:49:14.424 PM	364.408	7.090041e-011	8/5/2021 03:49:14.487 PM	364.470	1.634349e-010	8/5/2021 03:49:14.701 PM	364.684	9.508818e-011	8/5/2021 03:49:14.915 PM	364.899	4.091677e-012	8/5/2021 03:49:15.456 PM	365.439	1.450473e-012	8/5/2021 03:49:15.994 PM	365.978	1.271090e-014	8/5/2021 03:49:16.073 PM	366.057	8.878575e-009
8/5/2021 03:49:16.135 PM	366.118	7.037203e-011	8/5/2021 03:49:16.197 PM	366.180	1.630094e-010	8/5/2021 03:49:16.413 PM	366.396	9.520296e-011	8/5/2021 03:49:16.629 PM	366.612	3.960595e-012	8/5/2021 03:49:17.168 PM	367.152	1.411208e-012	8/5/2021 03:49:17.710 PM	367.693	2.109693e-014	8/5/2021 03:49:17.789 PM	367.772	8.878575e-009
8/5/2021 03:49:17.849 PM	367.833	7.058831e-011	8/5/2021 03:49:17.912 PM	367.895	1.634950e-010	8/5/2021 03:49:18.126 PM	368.109	9.560248e-011	8/5/2021 03:49:18.339 PM	368.323	3.891765e-012	8/5/2021 03:49:18.879 PM	368.862	1.432200e-012	8/5/2021 03:49:19.417 PM	369.401	1.298132e-014	8/5/2021 03:49:19.497 PM	369.481	8.878575e-009
8/5/2021 03:49:19.559 PM	369.542	7.160841e-011	8/5/2021 03:49:19.621 PM	369.604	1.628849e-010	8/5/2021 03:49:19.836 PM	369.819	9.577432e-011	8/5/2021 03:49:20.053 PM	370.036	3.953620e-012	8/5/2021 03:49:20.592 PM	370.575	1.447519e-012	8/5/2021 03:49:21.130 PM	371.114	1.465786e-014	8/5/2021 03:49:21.209 PM	371.193	8.920279e-009
8/5/2021 03:49:21.271 PM	371.254	7.261276e-011	8/5/2021 03:49:21.333 PM	371.316	1.646136e-010	8/5/2021 03:49:21.546 PM	371.530	9.492312e-011	8/5/2021 03:49:21.760 PM	371.744	3.853912e-012	8/5/2021 03:49:22.298 PM	372.282	1.393944e-012	8/5/2021 03:49:22.835 PM	372.819	1.433494e-014	8/5/2021 03:49:22.914 PM	372.898	8.878575e-009
8/5/2021 03:49:22.976 PM	372.959	7.204156e-011	8/5/2021 03:49:23.037 PM	373.020	1.643624e-010	8/5/2021 03:49:23.251 PM	373.235	9.548041e-011	8/5/2021 03:49:23.466 PM	373.450	3.907216e-012	8/5/2021 03:49:24.006 PM	373.989	1.442026e-012	8/5/2021 03:49:24.545 PM	374.529	1.798682e-014	8/5/2021 03:49:24.624 PM	374.608	8.837067e-009
8/5/2021 03:49:24.686 PM	374.669	7.098528e-011	8/5/2021 03:49:24.748 PM	374.731	1.626577e-010	8/5/2021 03:49:24.962 PM	374.946	9.523594e-011	8/5/2021 03:49:25.177 PM	375.161	3.953747e-012	8/5/2021 03:49:25.718 PM	375.701	1.417662e-012	8/5/2021 03:49:26.258 PM	376.242	2.048254e-014	8/5/2021 03:49:26.337 PM	376.321	8.920279e-009
8/5/2021 03:49:26.398 PM	376.381	7.063079e-011	8/5/2021 03:49:26.458 PM	376.442	1.642843e-010	8/5/2021 03:49:26.674 PM	376.658	9.553535e-011	8/5/2021 03:49:26.890 PM	376.874	3.862606e-012	8/5/2021 03:49:27.431 PM	377.414	1.417772e-012	8/5/2021 03:49:27.968 PM	377.952	1.738035e-014	8/5/2021 03:49:28.048 PM	378.032	8.878575e-009
