Sourcefile	20210805 115931 Meng_500ms_CO2_2panel.qmp
Exporttime	8/5/2021 02:13:56.042 PM

Start Time	8/5/2021 11:59:38.650 AM
End Time	8/5/2021 02:13:46.445 PM

		18			28			32			40			44			45			47			49			TP	
Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Pressure [mbar]	
8/5/2021 12:18:04.099 PM	1105.450	8.576852e-011	8/5/2021 12:18:04.314 PM	1105.665	1.504627e-010	8/5/2021 12:18:04.850 PM	1106.201	8.576025e-011	8/5/2021 12:18:05.390 PM	1106.740	3.598241e-012	8/5/2021 12:18:05.928 PM	1107.279	3.363757e-013	8/5/2021 12:18:06.466 PM	1107.817	3.912222e-015	8/5/2021 12:18:07.006 PM	1108.356	4.153954e-016	8/5/2021 12:18:07.544 PM	1108.895	3.460505e-015	8/5/2021 12:18:07.623 PM	1108.973	8.592079e-009
8/5/2021 12:18:07.686 PM	1109.036	8.567760e-011	8/5/2021 12:18:07.900 PM	1109.250	1.494893e-010	8/5/2021 12:18:08.438 PM	1109.788	8.569251e-011	8/5/2021 12:18:08.976 PM	1110.327	3.620156e-012	8/5/2021 12:18:09.514 PM	1110.865	3.750072e-013	8/5/2021 12:18:10.054 PM	1111.404	8.298436e-015	8/5/2021 12:18:10.591 PM	1111.941	4.356000e-015	8/5/2021 12:18:11.129 PM	1112.480	-1.000793e-015	8/5/2021 12:18:11.208 PM	1112.559	8.632436e-009
8/5/2021 12:18:11.270 PM	1112.620	8.498292e-011	8/5/2021 12:18:11.485 PM	1112.835	1.496765e-010	8/5/2021 12:18:12.022 PM	1113.372	8.554696e-011	8/5/2021 12:18:12.562 PM	1113.913	3.690795e-012	8/5/2021 12:18:13.101 PM	1114.451	3.750372e-013	8/5/2021 12:18:13.640 PM	1114.990	5.976681e-015	8/5/2021 12:18:14.178 PM	1115.529	-2.771029e-015	8/5/2021 12:18:14.717 PM	1116.067	-6.632291e-016	8/5/2021 12:18:14.794 PM	1116.145	8.672983e-009
8/5/2021 12:18:14.857 PM	1116.208	8.537996e-011	8/5/2021 12:18:15.072 PM	1116.423	1.491589e-010	8/5/2021 12:18:15.609 PM	1116.960	8.560094e-011	8/5/2021 12:18:16.150 PM	1117.500	3.527629e-012	8/5/2021 12:18:16.688 PM	1118.038	3.434726e-013	8/5/2021 12:18:17.226 PM	1118.577	3.675376e-015	8/5/2021 12:18:17.765 PM	1119.115	7.489924e-016	8/5/2021 12:18:18.304 PM	1119.655	1.799840e-015	8/5/2021 12:18:18.384 PM	1119.734	8.592079e-009
8/5/2021 12:18:18.446 PM	1119.796	8.373640e-011	8/5/2021 12:18:18.661 PM	1120.011	1.490639e-010	8/5/2021 12:18:19.199 PM	1120.549	8.590951e-011	8/5/2021 12:18:19.737 PM	1121.088	3.655718e-012	8/5/2021 12:18:20.274 PM	1121.625	3.652436e-013	8/5/2021 12:18:20.815 PM	1122.165	4.173787e-015	8/5/2021 12:18:21.352 PM	1122.703	4.852910e-017	8/5/2021 12:18:21.891 PM	1123.242	3.137285e-015	8/5/2021 12:18:21.969 PM	1123.320	8.632436e-009
8/5/2021 12:18:22.032 PM	1123.382	8.427604e-011	8/5/2021 12:18:22.246 PM	1123.596	1.498321e-010	8/5/2021 12:18:22.784 PM	1124.134	8.565747e-011	8/5/2021 12:18:23.322 PM	1124.673	3.536910e-012	8/5/2021 12:18:23.861 PM	1125.211	3.442863e-013	8/5/2021 12:18:24.399 PM	1125.749	1.046209e-014	8/5/2021 12:18:24.936 PM	1126.287	-9.248001e-017	8/5/2021 12:18:25.475 PM	1126.826	-7.129774e-016	8/5/2021 12:18:25.559 PM	1126.909	8.632436e-009
8/5/2021 12:18:25.622 PM	1126.972	8.513766e-011	8/5/2021 12:18:25.837 PM	1127.187	1.485670e-010	8/5/2021 12:18:26.375 PM	1127.725	8.553473e-011	8/5/2021 12:18:26.912 PM	1128.263	3.600074e-012	8/5/2021 12:18:27.450 PM	1128.801	3.744824e-013	8/5/2021 12:18:27.987 PM	1129.338	5.773410e-015	8/5/2021 12:18:28.525 PM	1129.875	1.355452e-015	8/5/2021 12:18:29.064 PM	1130.414	-5.664753e-016	8/5/2021 12:18:29.148 PM	1130.498	8.592079e-009
8/5/2021 12:18:29.209 PM	1130.560	8.539616e-011	8/5/2021 12:18:29.424 PM	1130.774	1.487648e-010	8/5/2021 12:18:29.962 PM	1131.313	8.543125e-011	8/5/2021 12:18:30.502 PM	1131.852	3.584675e-012	8/5/2021 12:18:31.039 PM	1132.389	3.602875e-013	8/5/2021 12:18:31.576 PM	1132.926	2.440178e-015	8/5/2021 12:18:32.113 PM	1133.464	-3.940300e-016	8/5/2021 12:18:32.653 PM	1134.003	-1.345074e-015	8/5/2021 12:18:32.738 PM	1134.089	8.632436e-009
8/5/2021 12:18:32.800 PM	1134.150	8.359449e-011	8/5/2021 12:18:33.015 PM	1134.365	1.500579e-010	8/5/2021 12:18:33.552 PM	1134.903	8.593395e-011	8/5/2021 12:18:34.089 PM	1135.440	3.559096e-012	8/5/2021 12:18:34.627 PM	1135.978	3.717340e-013	8/5/2021 12:18:35.167 PM	1136.517	3.431815e-015	8/5/2021 12:18:35.705 PM	1137.056	4.368516e-015	8/5/2021 12:18:36.245 PM	1137.595	-3.277378e-015	8/5/2021 12:18:36.322 PM	1137.673	8.592079e-009
8/5/2021 12:18:36.384 PM	1137.734	8.479275e-011	8/5/2021 12:18:36.599 PM	1137.949	1.487900e-010	8/5/2021 12:18:37.137 PM	1138.488	8.569435e-011	8/5/2021 12:18:37.676 PM	1139.026	3.523169e-012	8/5/2021 12:18:38.216 PM	1139.566	3.749552e-013	8/5/2021 12:18:38.752 PM	1140.102	3.910697e-015	8/5/2021 12:18:39.289 PM	1140.640	4.532412e-015	8/5/2021 12:18:39.827 PM	1141.178	-2.420339e-015	8/5/2021 12:18:39.904 PM	1141.255	8.632436e-009
8/5/2021 12:18:39.968 PM	1141.318	8.464229e-011	8/5/2021 12:18:40.182 PM	1141.532	1.494957e-010	8/5/2021 12:18:40.718 PM	1142.068	8.555273e-011	8/5/2021 12:18:41.255 PM	1142.605	3.582782e-012	8/5/2021 12:18:41.792 PM	1143.143	3.399473e-013	8/5/2021 12:18:42.329 PM	1143.680	3.391528e-015	8/5/2021 12:18:42.869 PM	1144.219	3.776706e-015	8/5/2021 12:18:43.407 PM	1144.757	1.102125e-015	8/5/2021 12:18:43.491 PM	1144.842	8.592079e-009
8/5/2021 12:18:43.553 PM	1144.904	8.550149e-011	8/5/2021 12:18:43.768 PM	1145.118	1.487794e-010	8/5/2021 12:18:44.304 PM	1145.655	8.543522e-011	8/5/2021 12:18:44.842 PM	1146.193	3.629300e-012	8/5/2021 12:18:45.382 PM	1146.732	3.574941e-013	8/5/2021 12:18:45.919 PM	1147.269	4.274204e-015	8/5/2021 12:18:46.456 PM	1147.807	-5.032967e-016	8/5/2021 12:18:46.993 PM	1148.344	-2.835429e-016	8/5/2021 12:18:47.075 PM	1148.426	8.592079e-009
8/5/2021 12:18:47.138 PM	1148.489	8.448697e-011	8/5/2021 12:18:47.352 PM	1148.703	1.490912e-010	8/5/2021 12:18:47.894 PM	1149.244	8.562660e-011	8/5/2021 12:18:48.432 PM	1149.783	3.637794e-012	8/5/2021 12:18:48.973 PM	1150.323	3.390237e-013	8/5/2021 12:18:49.512 PM	1150.862	1.820290e-015	8/5/2021 12:18:50.050 PM	1151.401	8.375047e-016	8/5/2021 12:18:50.590 PM	1151.940	-1.495545e-015	8/5/2021 12:18:50.668 PM	1152.018	8.592079e-009
8/5/2021 12:18:50.729 PM	1152.080	8.509644e-011	8/5/2021 12:18:50.946 PM	1152.297	1.503703e-010	8/5/2021 12:18:51.487 PM	1152.837	8.579878e-011	8/5/2021 12:18:52.024 PM	1153.374	3.473503e-012	8/5/2021 12:18:52.565 PM	1153.915	3.486641e-013	8/5/2021 12:18:53.104 PM	1154.455	1.740629e-015	8/5/2021 12:18:53.644 PM	1154.994	-9.721045e-016	8/5/2021 12:18:54.183 PM	1155.533	1.206813e-015	8/5/2021 12:18:54.262 PM	1155.612	8.592079e-009
8/5/2021 12:18:54.323 PM	1155.674	8.525668e-011	8/5/2021 12:18:54.540 PM	1155.890	1.492101e-010	8/5/2021 12:18:55.079 PM	1156.429	8.582831e-011	8/5/2021 12:18:55.617 PM	1156.968	3.627945e-012	8/5/2021 12:18:56.158 PM	1157.508	3.586096e-013	8/5/2021 12:18:56.697 PM	1158.048	4.439934e-015	8/5/2021 12:18:57.238 PM	1158.588	8.198025e-016	8/5/2021 12:18:57.776 PM	1159.126	9.296791e-016	8/5/2021 12:18:57.855 PM	1159.205	8.551928e-009
8/5/2021 12:18:57.918 PM	1159.268	8.419792e-011	8/5/2021 12:18:58.134 PM	1159.484	1.494799e-010	8/5/2021 12:18:58.672 PM	1160.022	8.575052e-011	8/5/2021 12:18:59.212 PM	1160.562	3.562440e-012	8/5/2021 12:18:59.752 PM	1161.102	3.486177e-013	8/5/2021 12:19:00.291 PM	1161.642	5.890915e-015	8/5/2021 12:19:00.832 PM	1162.183	4.419481e-016	8/5/2021 12:19:01.369 PM	1162.720	7.273219e-016	8/5/2021 12:19:01.453 PM	1162.803	8.592079e-009
8/5/2021 12:19:01.513 PM	1162.864	8.514837e-011	8/5/2021 12:19:01.728 PM	1163.078	1.498801e-010	8/5/2021 12:19:02.266 PM	1163.617	8.587994e-011	8/5/2021 12:19:02.805 PM	1164.155	3.584409e-012	8/5/2021 12:19:03.343 PM	1164.693	3.622247e-013	8/5/2021 12:19:03.880 PM	1165.231	5.772801e-015	8/5/2021 12:19:04.419 PM	1165.770	3.890244e-015	8/5/2021 12:19:04.958 PM	1166.308	2.375169e-015	8/5/2021 12:19:05.039 PM	1166.389	8.632436e-009
8/5/2021 12:19:05.101 PM	1166.451	8.427785e-011	8/5/2021 12:19:05.315 PM	1166.666	1.495726e-010	8/5/2021 12:19:05.853 PM	1167.203	8.545051e-011	8/5/2021 12:19:06.392 PM	1167.743	3.645258e-012	8/5/2021 12:19:06.930 PM	1168.281	3.594226e-013	8/5/2021 12:19:07.469 PM	1168.819	6.638688e-015	8/5/2021 12:19:08.007 PM	1169.357	-1.282506e-015	8/5/2021 12:19:08.545 PM	1169.896	-1.519045e-015	8/5/2021 12:19:08.624 PM	1169.974	8.632436e-009
8/5/2021 12:19:08.685 PM	1170.035	8.432426e-011	8/5/2021 12:19:08.901 PM	1170.251	1.497379e-010	8/5/2021 12:19:09.438 PM	1170.788	8.585826e-011	8/5/2021 12:19:09.976 PM	1171.326	3.561120e-012	8/5/2021 12:19:10.512 PM	1171.863	3.655172e-013	8/5/2021 12:19:11.052 PM	1172.402	5.516726e-015	8/5/2021 12:19:11.592 PM	1172.942	1.179955e-015	8/5/2021 12:19:12.131 PM	1173.482	2.468564e-015	8/5/2021 12:19:12.209 PM	1173.560	8.592079e-009
8/5/2021 12:19:12.272 PM	1173.622	8.521154e-011	8/5/2021 12:19:12.488 PM	1173.838	1.502426e-010	8/5/2021 12:19:13.025 PM	1174.376	8.603650e-011	8/5/2021 12:19:13.567 PM	1174.917	3.585402e-012	8/5/2021 12:19:14.105 PM	1175.456	3.607556e-013	8/5/2021 12:19:14.645 PM	1175.995	5.893055e-015	8/5/2021 12:19:15.184 PM	1176.535	7.746310e-016	8/5/2021 12:19:15.726 PM	1177.076	-2.533573e-015	8/5/2021 12:19:15.804 PM	1177.154	8.551928e-009
8/5/2021 12:19:15.866 PM	1177.217	8.418993e-011	8/5/2021 12:19:16.081 PM	1177.432	1.496374e-010	8/5/2021 12:19:16.621 PM	1177.971	8.583079e-011	8/5/2021 12:19:17.159 PM	1178.509	3.608008e-012	8/5/2021 12:19:17.696 PM	1179.047	3.663438e-013	8/5/2021 12:19:18.236 PM	1179.586	-8.881676e-017	8/5/2021 12:19:18.774 PM	1180.124	2.250335e-015	8/5/2021 12:19:19.312 PM	1180.662	-1.509889e-015	8/5/2021 12:19:19.391 PM	1180.741	8.551928e-009
8/5/2021 12:19:19.453 PM	1180.803	8.376663e-011	8/5/2021 12:19:19.667 PM	1181.018	1.498657e-010	8/5/2021 12:19:20.207 PM	1181.557	8.564458e-011	8/5/2021 12:19:20.745 PM	1182.096	3.580715e-012	8/5/2021 12:19:21.283 PM	1182.634	3.602346e-013	8/5/2021 12:19:21.824 PM	1183.174	4.232696e-015	8/5/2021 12:19:22.361 PM	1183.712	-3.146746e-016	8/5/2021 12:19:22.902 PM	1184.252	-4.075508e-015	8/5/2021 12:19:22.981 PM	1184.331	8.592079e-009
8/5/2021 12:19:23.041 PM	1184.392	8.473445e-011	8/5/2021 12:19:23.255 PM	1184.605	1.488718e-010	8/5/2021 12:19:23.794 PM	1185.145	8.595069e-011	8/5/2021 12:19:24.334 PM	1185.684	3.558964e-012	8/5/2021 12:19:24.874 PM	1186.225	3.723444e-013	8/5/2021 12:19:25.415 PM	1186.765	2.139544e-015	8/5/2021 12:19:25.952 PM	1187.303	-9.782085e-016	8/5/2021 12:19:26.495 PM	1187.845	3.851790e-016	8/5/2021 12:19:26.572 PM	1187.922	8.632436e-009
8/5/2021 12:19:26.634 PM	1187.985	8.389485e-011	8/5/2021 12:19:26.848 PM	1188.199	1.488839e-010	8/5/2021 12:19:27.389 PM	1188.739	8.556736e-011	8/5/2021 12:19:27.928 PM	1189.279	3.572110e-012	8/5/2021 12:19:28.467 PM	1189.818	3.682737e-013	8/5/2021 12:19:29.008 PM	1190.359	1.854170e-015	8/5/2021 12:19:29.548 PM	1190.898	2.447197e-015	8/5/2021 12:19:30.088 PM	1191.439	-5.593944e-015	8/5/2021 12:19:30.167 PM	1191.517	8.592079e-009
8/5/2021 12:19:30.229 PM	1191.579	8.396072e-011	8/5/2021 12:19:30.442 PM	1191.793	1.493282e-010	8/5/2021 12:19:30.983 PM	1192.333	8.531589e-011	8/5/2021 12:19:31.521 PM	1192.872	3.586391e-012	8/5/2021 12:19:32.062 PM	1193.412	3.597420e-013	8/5/2021 12:19:32.601 PM	1193.952	1.885605e-015	8/5/2021 12:19:33.142 PM	1194.492	-2.292151e-015	8/5/2021 12:19:33.681 PM	1195.032	3.073499e-016	8/5/2021 12:19:33.761 PM	1195.112	8.592079e-009
8/5/2021 12:19:33.824 PM	1195.174	8.315713e-011	8/5/2021 12:19:34.039 PM	1195.389	1.496402e-010	8/5/2021 12:19:34.576 PM	1195.927	8.540684e-011	8/5/2021 12:19:35.116 PM	1196.466	3.591324e-012	8/5/2021 12:19:35.656 PM	1197.007	3.841616e-013	8/5/2021 12:19:36.195 PM	1197.546	1.503174e-015	8/5/2021 12:19:36.736 PM	1198.086	2.330000e-015	8/5/2021 12:19:37.277 PM	1198.627	-3.193445e-015	8/5/2021 12:19:37.362 PM	1198.713	8.592079e-009
8/5/2021 12:19:37.424 PM	1198.775	8.616653e-011	8/5/2021 12:19:37.640 PM	1198.991	1.507106e-010	8/5/2021 12:19:38.179 PM	1199.530	8.562386e-011	8/5/2021 12:19:38.718 PM	1200.068	3.579710e-012	8/5/2021 12:19:39.258 PM	1200.609	3.640127e-013	8/5/2021 12:19:39.798 PM	1201.148	4.317237e-015	8/5/2021 12:19:40.336 PM	1201.687	3.073499e-016	8/5/2021 12:19:40.878 PM	1202.228	-4.341349e-015	8/5/2021 12:19:40.956 PM	1202.306	8.551928e-009
8/5/2021 12:19:41.018 PM	1202.369	8.488586e-011	8/5/2021 12:19:41.233 PM	1202.584	1.484059e-010	8/5/2021 12:19:41.775 PM	1203.125	8.544258e-011	8/5/2021 12:19:42.313 PM	1203.664	3.493071e-012	8/5/2021 12:19:42.853 PM	1204.203	3.697181e-013	8/5/2021 12:19:43.392 PM	1204.743	1.620376e-015	8/5/2021 12:19:43.932 PM	1205.282	2.865339e-015	8/5/2021 12:19:44.472 PM	1205.822	-4.538825e-015	8/5/2021 12:19:44.550 PM	1205.900	8.632436e-009
8/5/2021 12:19:44.611 PM	1205.962	8.508728e-011	8/5/2021 12:19:44.826 PM	1206.177	1.493725e-010	8/5/2021 12:19:45.365 PM	1206.715	8.571849e-011	8/5/2021 12:19:45.904 PM	1207.255	3.547898e-012	8/5/2021 12:19:46.445 PM	1207.795	3.491461e-013	8/5/2021 12:19:46.984 PM	1208.334	3.347883e-015	8/5/2021 12:19:47.523 PM	1208.874	1.184225e-016	8/5/2021 12:19:48.063 PM	1209.413	-1.631975e-015	8/5/2021 12:19:48.144 PM	1209.495	8.632436e-009
8/5/2021 12:19:48.207 PM	1209.557	8.436239e-011	8/5/2021 12:19:48.421 PM	1209.771	1.491642e-010	8/5/2021 12:19:48.960 PM	1210.311	8.592542e-011	8/5/2021 12:19:49.498 PM	1210.849	3.592913e-012	8/5/2021 12:19:50.038 PM	1211.388	3.530702e-013	8/5/2021 12:19:50.576 PM	1211.926	2.618728e-015	8/5/2021 12:19:51.114 PM	1212.465	3.537112e-015	8/5/2021 12:19:51.655 PM	1213.005	1.735747e-015	8/5/2021 12:19:51.736 PM	1213.086	8.632436e-009
8/5/2021 12:19:51.798 PM	1213.148	8.408985e-011	8/5/2021 12:19:52.013 PM	1213.363	1.487852e-010	8/5/2021 12:19:52.552 PM	1213.903	8.561471e-011	8/5/2021 12:19:53.090 PM	1214.441	3.624050e-012	8/5/2021 12:19:53.630 PM	1214.980	3.544227e-013	8/5/2021 12:19:54.168 PM	1215.518	2.869920e-015	8/5/2021 12:19:54.706 PM	1216.057	-8.487975e-016	8/5/2021 12:19:55.245 PM	1216.595	-3.936028e-015	8/5/2021 12:19:55.322 PM	1216.673	8.632436e-009
8/5/2021 12:19:55.385 PM	1216.736	8.450254e-011	8/5/2021 12:19:55.600 PM	1216.951	1.496158e-010	8/5/2021 12:19:56.138 PM	1217.489	8.561774e-011	8/5/2021 12:19:56.677 PM	1218.027	3.548898e-012	8/5/2021 12:19:57.216 PM	1218.566	3.739174e-013	8/5/2021 12:19:57.754 PM	1219.105	3.881088e-015	8/5/2021 12:19:58.294 PM	1219.644	2.130692e-015	8/5/2021 12:19:58.831 PM	1220.181	-2.627274e-015	8/5/2021 12:19:58.917 PM	1220.267	8.592079e-009
8/5/2021 12:19:58.978 PM	1220.329	8.393447e-011	8/5/2021 12:19:59.193 PM	1220.544	1.490928e-010	8/5/2021 12:19:59.733 PM	1221.083	8.537724e-011	8/5/2021 12:20:00.270 PM	1221.620	3.521384e-012	8/5/2021 12:20:00.808 PM	1222.159	3.454498e-013	8/5/2021 12:20:01.346 PM	1222.697	4.446037e-015	8/5/2021 12:20:01.887 PM	1223.237	3.257842e-015	8/5/2021 12:20:02.424 PM	1223.775	5.618973e-016	8/5/2021 12:20:02.504 PM	1223.854	8.632436e-009
8/5/2021 12:20:02.566 PM	1223.916	8.574989e-011	8/5/2021 12:20:02.780 PM	1224.130	1.489717e-010	8/5/2021 12:20:03.320 PM	1224.670	8.580604e-011	8/5/2021 12:20:03.858 PM	1225.209	3.555881e-012	8/5/2021 12:20:04.398 PM	1225.748	3.572603e-013	8/5/2021 12:20:04.936 PM	1226.287	4.908741e-015	8/5/2021 12:20:05.475 PM	1226.826	7.901960e-016	8/5/2021 12:20:06.014 PM	1227.364	4.004399e-016	8/5/2021 12:20:06.093 PM	1227.443	8.592079e-009
8/5/2021 12:20:06.154 PM	1227.505	8.411854e-011	8/5/2021 12:20:06.369 PM	1227.720	1.483662e-010	8/5/2021 12:20:06.910 PM	1228.260	8.594526e-011	8/5/2021 12:20:07.448 PM	1228.799	3.611268e-012	8/5/2021 12:20:07.989 PM	1229.339	3.481542e-013	8/5/2021 12:20:08.528 PM	1229.878	-2.023563e-016	8/5/2021 12:20:09.069 PM	1230.419	3.523991e-015	8/5/2021 12:20:09.608 PM	1230.958	-6.803196e-016	8/5/2021 12:20:09.693 PM	1231.043	8.592079e-009
8/5/2021 12:20:09.756 PM	1231.106	8.448910e-011	8/5/2021 12:20:09.970 PM	1231.321	1.488756e-010	8/5/2021 12:20:10.509 PM	1231.859	8.602584e-011	8/5/2021 12:20:11.048 PM	1232.398	3.633546e-012	8/5/2021 12:20:11.586 PM	1232.937	3.545721e-013	8/5/2021 12:20:12.126 PM	1233.476	2.623916e-015	8/5/2021 12:20:12.666 PM	1234.017	9.635580e-016	8/5/2021 12:20:13.203 PM	1234.554	-2.161214e-015	8/5/2021 12:20:13.281 PM	1234.632	8.632436e-009
8/5/2021 12:20:13.344 PM	1234.695	8.377488e-011	8/5/2021 12:20:13.560 PM	1234.911	1.490661e-010	8/5/2021 12:20:14.099 PM	1235.450	8.569644e-011	8/5/2021 12:20:14.639 PM	1235.989	3.599012e-012	8/5/2021 12:20:15.181 PM	1236.531	3.358420e-013	8/5/2021 12:20:15.720 PM	1237.071	5.609206e-015	8/5/2021 12:20:16.259 PM	1237.610	-5.005482e-017	8/5/2021 12:20:16.799 PM	1238.149	-1.332255e-015	8/5/2021 12:20:16.876 PM	1238.226	8.551928e-009
8/5/2021 12:20:16.938 PM	1238.289	8.448171e-011	8/5/2021 12:20:17.153 PM	1238.504	1.496469e-010	8/5/2021 12:20:17.692 PM	1239.042	8.568062e-011	8/5/2021 12:20:18.231 PM	1239.581	3.547049e-012	8/5/2021 12:20:18.768 PM	1240.119	3.708459e-013	8/5/2021 12:20:19.309 PM	1240.659	4.687156e-015	8/5/2021 12:20:19.848 PM	1241.198	-2.627885e-015	8/5/2021 12:20:20.385 PM	1241.736	-6.241604e-016	8/5/2021 12:20:20.465 PM	1241.816	8.592079e-009
8/5/2021 12:20:20.527 PM	1241.877	8.376943e-011	8/5/2021 12:20:20.743 PM	1242.093	1.495142e-010	8/5/2021 12:20:21.280 PM	1242.630	8.562326e-011	8/5/2021 12:20:21.816 PM	1243.167	3.642649e-012	8/5/2021 12:20:22.353 PM	1243.704	3.587984e-013	8/5/2021 12:20:22.893 PM	1244.243	4.888596e-015	8/5/2021 12:20:23.431 PM	1244.781	-4.721646e-016	8/5/2021 12:20:23.970 PM	1245.321	4.638324e-015	8/5/2021 12:20:24.048 PM	1245.399	8.592079e-009
8/5/2021 12:20:24.111 PM	1245.461	8.469543e-011	8/5/2021 12:20:24.326 PM	1245.676	1.492757e-010	8/5/2021 12:20:24.863 PM	1246.213	8.543463e-011	8/5/2021 12:20:25.402 PM	1246.753	3.582945e-012	8/5/2021 12:20:25.941 PM	1247.291	3.586896e-013	8/5/2021 12:20:26.480 PM	1247.831	3.301489e-015	8/5/2021 12:20:27.017 PM	1248.368	-2.049200e-015	8/5/2021 12:20:27.555 PM	1248.906	1.628005e-015	8/5/2021 12:20:27.641 PM	1248.992	8.592079e-009
8/5/2021 12:20:27.704 PM	1249.054	8.400778e-011	8/5/2021 12:20:27.919 PM	1249.269	1.497351e-010	8/5/2021 12:20:28.456 PM	1249.806	8.527227e-011	8/5/2021 12:20:28.993 PM	1250.344	3.630288e-012	8/5/2021 12:20:29.530 PM	1250.881	4.051555e-013	8/5/2021 12:20:30.070 PM	1251.420	3.169943e-015	8/5/2021 12:20:30.607 PM	1251.957	1.275179e-015	8/5/2021 12:20:31.145 PM	1252.496	-1.548651e-015	8/5/2021 12:20:31.224 PM	1252.574	8.551928e-009
8/5/2021 12:20:31.286 PM	1252.636	8.504818e-011	8/5/2021 12:20:31.502 PM	1252.852	1.492095e-010	8/5/2021 12:20:32.040 PM	1253.390	8.570961e-011	8/5/2021 12:20:32.578 PM	1253.929	3.543420e-012	8/5/2021 12:20:33.117 PM	1254.467	3.587394e-013	8/5/2021 12:20:33.656 PM	1255.006	3.485837e-015	8/5/2021 12:20:34.194 PM	1255.545	-3.583503e-015	8/5/2021 12:20:34.733 PM	1256.083	4.465270e-016	8/5/2021 12:20:34.818 PM	1256.169	8.592079e-009
8/5/2021 12:20:34.881 PM	1256.232	8.451016e-011	8/5/2021 12:20:35.095 PM	1256.445	1.501043e-010	8/5/2021 12:20:35.632 PM	1256.982	8.577041e-011	8/5/2021 12:20:36.168 PM	1257.519	3.652590e-012	8/5/2021 12:20:36.707 PM	1258.058	3.521292e-013	8/5/2021 12:20:37.247 PM	1258.597	6.043219e-015	8/5/2021 12:20:37.784 PM	1259.134	8.643626e-016	8/5/2021 12:20:38.321 PM	1259.672	-5.472472e-016	8/5/2021 12:20:38.400 PM	1259.750	8.551928e-009
8/5/2021 12:20:38.463 PM	1259.813	8.321147e-011	8/5/2021 12:20:38.677 PM	1260.027	1.490761e-010	8/5/2021 12:20:39.214 PM	1260.564	8.598340e-011	8/5/2021 12:20:39.751 PM	1261.101	3.630529e-012	8/5/2021 12:20:40.288 PM	1261.638	3.722971e-013	8/5/2021 12:20:40.826 PM	1262.177	3.317056e-015	8/5/2021 12:20:41.365 PM	1262.715	-2.594312e-017	8/5/2021 12:20:41.904 PM	1263.255	-1.564827e-015	8/5/2021 12:20:41.983 PM	1263.333	8.592079e-009
8/5/2021 12:20:42.045 PM	1263.395	8.407979e-011	8/5/2021 12:20:42.258 PM	1263.609	1.496545e-010	8/5/2021 12:20:42.799 PM	1264.149	8.555302e-011	8/5/2021 12:20:43.336 PM	1264.687	3.565230e-012	8/5/2021 12:20:43.875 PM	1265.226	3.611071e-013	8/5/2021 12:20:44.416 PM	1265.766	4.298621e-015	8/5/2021 12:20:44.953 PM	1266.304	1.086863e-015	8/5/2021 12:20:45.494 PM	1266.844	1.856305e-015	8/5/2021 12:20:45.570 PM	1266.921	8.592079e-009
8/5/2021 12:20:45.632 PM	1266.983	8.514379e-011	8/5/2021 12:20:45.848 PM	1267.198	1.480292e-010	8/5/2021 12:20:46.385 PM	1267.736	8.561683e-011	8/5/2021 12:20:46.925 PM	1268.275	3.455762e-012	8/5/2021 12:20:47.463 PM	1268.813	3.763562e-013	8/5/2021 12:20:48.000 PM	1269.351	2.909901e-015	8/5/2021 12:20:48.538 PM	1269.889	1.497680e-015	8/5/2021 12:20:49.077 PM	1270.427	-2.157247e-015	8/5/2021 12:20:49.154 PM	1270.505	8.592079e-009
8/5/2021 12:20:49.216 PM	1270.567	8.473661e-011	8/5/2021 12:20:49.432 PM	1270.782	1.497393e-010	8/5/2021 12:20:49.971 PM	1271.322	8.577131e-011	8/5/2021 12:20:50.506 PM	1271.857	3.618546e-012	8/5/2021 12:20:51.046 PM	1272.396	3.678571e-013	8/5/2021 12:20:51.584 PM	1272.935	4.554390e-015	8/5/2021 12:20:52.124 PM	1273.474	-2.064156e-015	8/5/2021 12:20:52.662 PM	1274.012	-1.952142e-015	8/5/2021 12:20:52.746 PM	1274.097	8.592079e-009
8/5/2021 12:20:52.808 PM	1274.159	8.507536e-011	8/5/2021 12:20:53.024 PM	1274.374	1.497881e-010	8/5/2021 12:20:53.561 PM	1274.912	8.536868e-011	8/5/2021 12:20:54.098 PM	1275.449	3.629603e-012	8/5/2021 12:20:54.638 PM	1275.988	3.437092e-013	8/5/2021 12:20:55.176 PM	1276.527	3.728481e-015	8/5/2021 12:20:55.717 PM	1277.067	1.170491e-015	8/5/2021 12:20:56.255 PM	1277.605	-4.377673e-015	8/5/2021 12:20:56.338 PM	1277.689	8.592079e-009
