13C-CO2_bulk,-1.2159e+01
13C-Bic_bulk,0.0000e+00
13C-CO2_srf,-1.2110e+01
13C-Bic_srf,2.3515e-02
13C-CO2_cyt,-1.2097e+01
13C-Bic_cyt,-8.7646e-02
13C-CO2_chp,-6.3570e+00
13C-Bic_chp,1.4018e+01
13C-CO2_pyr,1.8558e+00
13C-Bic_pyr,1.4106e+01
d13C_fixed,-2.5144e+01
