time/s,smt_CO2,smt_HCO3,smt_O2,PS_rate,Ub,Uc,cyt_CO2
6510.206999999999,16.4130546515156,2535.0834507694276,384.9656039842162,3.8918749529715594e-18,4.583072862471933e-19,3.4335676667243657e-18,14.145272101441094
6513.791,16.404951062328927,2534.961191445416,385.0959668974145,3.884682593865805e-18,4.494218471581745e-19,3.43526074670763e-18,14.136050276758686
6517.379,16.396912263876235,2534.839147293685,385.2260498475979,3.877344892913427e-18,4.403404691896697e-19,3.4370044237237568e-18,14.126859824779997
6520.971,16.388935203972668,2534.717327107103,385.3558470940836,3.869871499223168e-18,4.3107382190055683e-19,3.438797677322612e-18,14.117698367301058
6524.56,16.38101693411489,2534.5957391984957,385.4853532725485,3.862272352842017e-18,4.216329708116736e-19,3.4406393820303433e-18,14.108563699164876
6528.158,16.37315461133999,2534.474391386628,385.61456340719116,3.854557671738991e-18,4.1202936214148324e-19,3.4425283095975074e-18,14.099453788635504
6531.745,16.365345499961112,2534.3532909828086,385.74347292238957,3.8467379379876924e-18,4.022748065798535e-19,3.4444631314078395e-18,14.09036677754272
6535.335999999999,16.357586973175817,2534.232444778167,385.8720776538167,3.838823883164497e-18,3.923814621174933e-19,3.4464424210470035e-18,14.081300981193834
6538.93,16.349876514543407,2534.1118590316282,386.00037385898804,3.830826472982388e-18,3.8236181595219754e-19,3.4484646570301905e-18,14.072254888049471
6542.521,16.342211719327604,2533.9915394586315,386.1283582272001,3.822756891182598e-18,3.722286654955845e-19,3.4505282256870137e-18,14.063227159160865
6546.121999999999,16.33459029570094,2533.8714912206246,386.256027888834,3.8146265227091344e-18,3.6199509850728093e-19,3.4526314242018535e-18,14.054216627366182
6549.706,16.327010065807553,2533.751718915363,386.38338042398897,3.8064469361936715e-18,3.516744723864497e-19,3.4547724638072214e-18,14.045222296244173
6553.294,16.319468966681097,2533.632226568056,386.5104138704222,3.798229865780922e-18,3.4128039265350033e-19,3.456949473127421e-18,14.03624333882369
6556.88,16.31196505101472,2533.513017623386,386.6371267307587,3.789987192326992e-18,3.3082669065768706e-19,3.4591605016693045e-18,14.027279096048112
6560.469,16.30449648778017,2533.3940949384278,386.7635179789514,3.781730924354732e-18,3.203274009705326e-19,3.4614035233841993e-18,14.018329075041876
