,O2,CO2,45CO2,47CO2,49CO2,O2_Ar
418.621,380.2287622764185,3.2901620294746525,-0.15931275258602504,-0.08138325375819172,-0.2647181142152653,372.9955027842255
422.204,378.92884761132973,3.9205353527796167,-0.21732806126210938,-0.1780804169571434,-0.2103742080252442,372.79020288265207
425.792,378.24087423137064,3.2784376049257467,0.020402440837911266,-0.1773940207715615,-0.17242044395439118,368.59115067940314
429.385,379.36337879667184,3.123368356099253,-0.026918674557384822,-0.04331140920102007,-0.18505345571885795,368.36397690332495
432.98,378.7317915500731,3.4559580387689177,-0.17612766824870965,-0.14700120756653653,-0.1659040214804706,366.31490305335996
436.58,378.8703372553413,2.8967656082409494,-0.19448482605559939,-0.1318155270465809,-0.15465316921663846,368.3124336856858
440.169,379.42925442603104,3.337793339738595,-0.3451629988424185,-0.05092585737522084,-0.20369698466082078,366.5276694182939
443.758,378.8806196537823,4.18198291777155,-0.03854267233777875,-0.10968055662763107,-0.21675634246234712,370.5824898294585
447.35,379.7044433267723,3.1421566677015518,-0.1815390678030353,-0.12454057425859573,-0.17276200421194773,369.4275916179674
450.943,380.1651692642665,3.2398762478860728,-0.29815996234356734,-0.13936286680055934,-0.20705107746393045,367.8956423553525
454.534,379.65942527353843,2.433132905714562,-0.14784596544780174,-0.12282320656278976,-0.2403667417366273,377.61008451216793
458.13,378.84032251971144,2.967372507572603,-0.14365449921802845,-0.1327164168024481,-0.17060223474600394,370.5059806098634
461.731,379.10858029895434,3.5130362679562306,-0.20887122121369675,-0.031972691631558706,-0.1581195562566072,368.0154190840315
465.328,379.8082150424204,3.425230205211674,-0.1343680922457521,-0.17180687778598516,-0.17154348834500394,373.7916009327735
468.927,379.52771246992285,3.305867948100216,-0.22170559301571743,-0.07065007899860143,-0.22802650037541897,370.231036148725
472.52,380.0711223983999,3.484360231744184,-0.3001522400387406,-0.17569679808593727,-0.2548590795147379,373.5085676648346
476.114,380.1639923121605,3.779065125702982,-0.11510476884359337,-0.12795629078789794,-0.2394298460999044,372.1150836382815
479.708,378.59542986741275,3.2283144444251675,-0.2829280267318164,-0.27503022734606813,-0.14493955119746457,369.2783800795525
483.298,378.56538911432256,3.5115646481747125,-0.1342231635475321,-0.14801555225011356,-0.13874471948365452,363.17364697814503
486.888,379.43432783456444,3.7665422252140592,-0.05465783316707153,-0.2776255464743311,-0.07959731487984034,369.4698083620825
490.483,380.4630167458188,3.500859592926963,-0.1691093157641791,-0.04634867751924684,-0.08395337006264783,376.56743202224385
494.077,379.8085228234743,2.8472084384370775,-0.044263760124493214,-0.2023643243045805,-0.16821671382143324,370.29098631018206
497.674,378.7245229614752,3.0218239477131243,0.08823563058172161,-0.25772204408002003,-0.1469219804939888,369.87851789376754
501.275,378.7331193524672,3.330261749513042,-0.24888461912920773,-0.23711624629229094,-0.13900294192325738,373.92007364687777
504.864,378.7258597686641,3.558440275682305,-0.030038900644107844,-0.10744293280639504,-0.17538913927237315,370.19412289133663
508.451,379.6755072551911,3.0758241899790137,-0.25364756322563115,-0.11559087739712572,-0.2736585270041866,374.083562362606
512.04,380.0593397006702,3.03273808741641,-0.22888517922027588,-0.11000025604963455,-0.21781901575898713,368.34210009850534
515.633,379.6809306356229,3.2476274829268608,-0.14653286511268446,-0.07845651752965077,-0.18611044890861592,359.25812115131805
519.229,379.31473052708566,3.1415698500062987,-0.052453465793482874,-0.19354261004684997,-0.18143604154809206,361.0986760959204
522.822,379.73446763413745,2.2981315258586585,-0.21658013894748498,-0.15277825037401987,-0.17781026586340257,364.5775757189298
526.412,379.08205952103145,3.0915129642218866,-0.1531938032985963,-0.07003847047376066,-0.1089661334359243,370.65329926655176
530.0,378.46656425040646,3.510160988033237,-0.30180190913682825,-0.2032395888385201,-0.12984342960748105,371.38673819149983
533.592,378.98772380399635,2.794699187445728,-0.21953379441677953,-0.14602534313745905,-0.16715851538424925,371.45324663096005
537.172,378.6971032662298,3.2996089738692698,-0.11979811885063854,-0.05873600285117661,-0.26517885847889433,371.2678125657984
540.753,378.3216634493109,4.046021028721495,-0.2673177429954456,-0.16975200143329522,-0.27779480778076626,372.78787441823096
544.333,378.86821397527825,3.5372189240204457,-0.08833080372704495,-0.13769435799489615,-0.3086634139867582,372.09091248620257
547.93,379.03212734478217,2.8571169189200694,-0.2149601041317139,-0.14853250469601434,-0.24925582082449904,370.1735013972485
551.515,377.8225280811844,3.522603697440649,-0.29590505184465477,-0.23780231846535074,-0.20153190135624505,371.6645828197645
555.1,377.8259090197359,3.0655531899016877,-0.20979513043737533,0.07223877072538568,-0.19885394723145078,365.1946115940574
558.695,378.4425575381204,3.6030447265359555,-0.22711096196110037,-0.060019997953247944,-0.2656651437503403,362.7303658092931
562.286,378.5315228890271,2.61159148921658,0.004256153263058424,-0.1334345365677603,-0.2912916516762548,366.8021022623849
565.876,379.0343047861673,3.2867832784220465,-0.11794129426394293,-0.03648365176024072,-0.18810540725664932,367.5172877585737
569.469,377.919771694878,3.5598982421643517,-0.2262436455166425,-0.13062799826389765,-0.20915494265708626,368.9747603425193
573.058,377.6972596524054,3.0994744805893113,-0.0872574816630651,-0.0940563347601882,-0.2329699331023176,370.0225751204699
576.641,378.2240634614586,3.4233619765816323,-0.08735785169056307,-0.22038539868765347,-0.19691057793803585,369.2100834623685
580.231,379.0340668074062,3.601782762972417,-0.1066537257950714,-0.22159452897529824,-0.2585721366996295,369.59394620653336
583.823,379.30948295958456,3.3946990930768175,-0.08384641851428555,-0.1580756783775238,-0.30102833718341465,373.3809940222186
587.409,377.50031560456347,2.9988807820029564,-0.10820809516388498,-0.0645087811497756,-0.26860608528170965,373.30738358527265
591.0,378.342160051667,3.126459899453643,0.01565013191275203,-0.1582611285627868,-0.20110304329189546,368.3927198341769
594.598,378.5017595295815,3.0987700224189334,-0.3946018578568382,-0.19078018423039422,-0.17435844241636406,364.6680319576836
598.186,377.2937609384458,2.754732407513901,-0.19010517036526678,-0.1399069837465609,-0.11431811801916628,368.47368490655157
601.778,377.6878681059226,3.4074006941194157,-0.11743697544486716,-0.10968106761496618,-0.15164302464026366,372.5571237243041
605.372,377.8754144655923,3.2558274449612,-0.19334061172708283,-0.08918775288567095,-0.2020228749771757,366.74564270212835
608.957,377.59921769441144,3.558624844694533,-0.3039685979597304,-0.11724200608705926,-0.17220575369299446,369.0229257254859
612.54,377.74506509264097,3.2737859787827275,-0.28911540763887983,-0.15893556011873006,-0.1742250840564672,365.3533121208907
616.127,377.9327150411175,2.8929002969973276,-0.2797628707117972,-0.1371150424601439,-0.33836310139405806,368.0332990659697
619.717,378.4619308475812,3.1482346004502655,-0.07173466159534368,-0.21425845417074219,-0.23893496786923432,367.2924966232524
623.309,378.77382333484525,3.1080407825431293,-0.2694601384865418,-0.0859125610589476,-0.19605117018049145,378.3439898852486
626.893,378.2024693185752,2.879578680111839,-0.09035918802872038,-0.17515451087058959,-0.28133935853939623,374.23036339647064
630.47,378.3211816063946,3.2007290175569203,-0.275596430623205,-0.08886608346314713,-0.15357004224266874,364.966770584376
634.053,378.60182174521674,2.7240754540746814,-0.1565179038898162,-0.06951996973099367,-0.1660888818901327,367.31118880102116
637.642,378.06796814438025,3.184219177545792,-0.10082236183790391,-0.2170926386506207,-0.23429558672208964,364.62904174348483
641.234,378.615704671363,3.6147288343054234,-0.2787900260494726,-0.10469943477954506,-0.29893191542918307,373.125855812431
644.817,379.38093989585064,3.12418611901225,-0.0272387680399769,-0.19986217784030846,-0.20527367345424957,376.57621844683814
648.408,378.6021069543687,2.7975141187021197,-0.16016499916969804,-0.20306192345727891,-0.17317122825573722,370.4614407842998
652.001,379.26371463219317,3.362758090299853,-0.18736555203719985,-0.27364804418430344,-0.1871300538152899,369.18266748497985
655.598,378.91450172444166,2.802466327160452,-0.09702541817805592,-0.16258904069512553,-0.1614653823535493,371.2174179436065
659.189,377.1487347452252,2.9892307655002477,-0.03532324260013498,-0.1707521591646602,-0.1838539473075482,370.00486383087934
662.782,377.7495960595047,2.8466428695947794,-0.09556454836857552,-0.13680992666952924,-0.20040549710934438,369.4155799494365
666.371,377.348246902859,3.602124622989772,-0.160968730475565,-0.04861788835662136,-0.22406120820279554,367.992637102686
669.96,376.71942838620475,2.925859520978598,-0.0684249892916848,-0.14679948365351117,-0.10521511903705552,371.4246918360318
673.559,377.6214479371807,3.048565789950481,-0.22986669019736303,-0.17045214045172954,-0.13030075999493299,363.4052602406161
677.14,376.9857507540379,2.671143903414988,-0.14825069301431823,-0.1168268646879943,-0.12285538175272503,367.6066016715803
680.724,377.39142513764455,2.84291156800169,-0.34477397040564783,-0.030582818335768654,-0.2150190927982716,370.78566204604095
684.313,377.1676069285379,3.493625819248003,-0.17507447211137875,-0.08968507038369108,-0.14910984644987976,366.87871548938443
687.906,376.98627582851066,3.6193586988485857,-0.07409829977678166,-0.17272936903152866,-0.15656647207843274,367.33023930027184
691.492,377.48475093198687,3.082748224408243,0.022657270793452082,-0.13839077479797895,-0.19987580630946777,364.44078458513565
695.078,378.2547598846405,2.644849974434823,-0.08245489636786879,-0.13329644781710523,-0.1372640331303393,358.64818019478406
698.656,378.6502188319778,2.790583153685811,-0.19914050623402507,-0.1365392598543912,-0.22042469971928874,364.7974681618542
702.253,377.4121867716008,3.458382322804034,-0.18543719494198002,-0.07229598209549903,-0.22926279969284805,368.57051113399666
705.833,377.54921568967694,3.439383064270875,-0.13141605851705623,-0.06730651996692544,-0.1759296687761197,370.5671630120977
709.411,378.29241461634257,2.9568003677030505,-0.08958848760820129,-0.18506765761427385,-0.23480658566098983,371.377917394402
713.003,377.16377164294164,2.7767920213744928,-0.03687566301071844,-0.2389269683940079,-0.18251968455501516,368.43473581596595
716.598,377.89195742313314,2.9768914984775443,-0.12030817457165952,-0.18260257264659216,-0.24726969340875377,367.5050195634394
720.19,378.10213791625256,3.3826014505500237,-0.07726327105661095,-0.17200956163383443,-0.1878522706971096,367.34394685077206
723.782,376.7568163026826,3.213514535817411,-0.024359159279207343,-0.1989709031032427,-0.19901522277107828,366.1505587115754
727.368,376.94407955270015,3.433102467995314,-0.14770656904537952,-0.25440335671075404,-0.11105678131662176,364.642247484339
730.964,377.1161412654662,3.6941202394301125,-0.23451354980414701,-0.15723040911929798,-0.17640579586186114,370.2606249851225
734.565,376.3351887217625,3.8712012961606717,-0.314378850576154,-0.15974377184395394,-0.2589713119414876,369.15832953401525
738.164,376.4525931885336,3.6691214160118704,-0.14072438978309704,-0.06164749369518993,-0.20360303939905477,373.14351961864526
741.756,376.27583372471565,4.1697414596734,-0.11157560397524909,-0.17328053096410687,-0.1940631311592313,372.406393851093
745.355,376.62360458548903,3.0179078185436463,-0.055460565780246336,-0.20398298915106503,-0.14639603513139987,369.1282236280534
748.945,377.35478464126135,3.3059161409516484,-0.2722756797606706,-0.12108471421358075,-0.14319898434164818,369.8879898855944
752.529,377.24130697674775,2.5299285136606424,-0.10421474996253186,-0.12094173358065854,-0.23778141746107528,366.97156673735583
756.112,377.1349398164506,2.3833877921551125,-0.12004429428864628,-0.21540766422452048,-0.23599860734108163,377.00331814768896
759.699,376.57105372442123,2.784603124454049,-0.15619619382922506,-0.08746340670064846,-0.19278976513044538,378.5744876407836
763.289,376.34572809064224,3.1794516694382837,-0.26100806029027096,-0.17957753937857954,-0.21954748583101286,373.23944895691506
766.875,376.8108523365166,3.0705658783443814,-0.11216562031760044,-0.0771095696030898,-0.16109228779541837,367.60241689797556
770.46,376.0881360710438,3.006989833921864,-0.26322710148928724,-0.1309851325268431,-0.21042880244331877,363.94513520113645
774.043,377.0215683166855,3.178926920112172,-0.1610868410568824,-0.2577740407106582,-0.22337707142128374,373.1248486956318
777.628,377.02328537043746,3.65686640047864,-0.10928229438161098,-0.2624930512353104,-0.08553873356347079,367.08981348633927
781.217,377.24608308385217,3.2880712181298546,-0.013321993000596945,-0.20339183689603132,-0.11477835187753954,365.3640696892727
784.807,377.225055658083,3.1327681961923446,-0.037751061708367305,-0.1569996599794778,-0.18054514466257462,367.922990850933
788.402,377.1209376777994,3.0421606519606947,-0.060356120538078616,-0.09869058253243916,-0.2118620966330521,372.9672760216094
791.992,376.78113173562207,3.1356815394044197,-0.3007298521850517,-0.0010010861249942335,-0.17063846773417438,368.9029844757748
795.584,376.66179758144136,2.953132280313174,-0.2609081314177191,-0.12848870014759106,-0.14883977508531318,365.9787374960768
799.18,376.0923935612719,2.647790177472353,-0.09733740927255405,-0.05505770440727424,-0.1310093666308874,364.9745069143536
802.775,375.534338201682,2.9683623395146235,-0.2103602488592813,-0.06545640410776259,-0.18188511398685797,368.71696553140083
806.36,375.46596883066087,2.760546115294348,-0.3664669726263024,-0.2545751491547475,-0.26087604571657863,372.19911460719607
809.952,376.0945835801308,2.9751492113182127,-0.266248601627306,-0.16208090402371772,-0.2685543266720535,372.53941564681304
813.537,377.2312927224623,3.3262521731957206,-0.11652687031759833,-0.17216951992301682,-0.27006097322747474,366.2751408304919
817.119,376.8372803214673,3.2939549826895433,-0.21389095540649997,-0.16212639147680033,-0.2451866715831673,364.84430551826944
820.71,376.73806087468876,3.880071812561121,-0.18688921955632495,-0.1576865607613148,-0.20571260277021794,361.41086814599254
824.301,377.0285046211497,2.573762352933532,-0.10323466273983917,-0.23150119300102667,-0.229308009341933,358.8448385269274
827.89,377.0524525698227,2.9687380814966655,-0.1684020507264701,-0.25752943732517275,-0.19999183517424338,362.9667842382857
831.486,376.69616473718264,3.2236444144916363,-0.25516225262615383,-0.13492691552584285,-0.1356128482295337,366.1879244063192
835.073,376.5408072172791,3.058486312712526,-0.25520768352213846,-0.059145578020259056,-0.08766446912257753,367.7953585076617
838.656,376.30093196387554,3.0436243140076815,-0.13803307615791258,-0.23809855321114426,-0.2118772797335162,371.9949872595675
842.25,376.56738420829373,2.8888352396322285,-0.4204150704951971,-0.22040602394489484,-0.11023038466523812,368.803433608009
845.837,376.37722616363976,2.9605847308793183,-0.27052039053111016,-0.032828612936088304,-0.06748995650155111,368.8474371349912
849.428,376.18087634449034,2.971307323246941,-0.15649858792907523,-0.13085252798400215,-0.09221642342492666,368.38460111776817
853.02,377.47491067416655,3.0605020965893317,-0.023354802576252175,-0.13115412051351236,-0.23673634246121616,369.67201140820777
