13C-CO2_bulk,-1.1607e+01
13C-Bic_bulk,0.0000e+00
13C-CO2_srf,-1.1772e+01
13C-Bic_srf,1.8962e-16
13C-CO2_cyt,-1.3924e+01
13C-Bic_cyt,-7.8562e+00
13C-CO2_chp,-1.3633e+01
13C-Bic_chp,9.1115e+00
13C-CO2_pyr,-2.2554e+00
13C-Bic_pyr,9.4144e+00
d13C_fixed,-2.9255e+01
