t/s,CO2_exc,Bic_exc,CO2_srf,Bic_srf,CO2_cyt,Bic_cyt,CO2_chp,Bic_chp,CO2_pyr,Bic_pyr
1.4197e+03,1.0565e+01,2.1682e+03,1.0418e+01,2.1682e+03,8.8210e+00,4.9942e+02,9.0099e+00,7.3965e+03,5.4721e+01,7.1607e+03
1.4247e+03,1.0563e+01,2.1680e+03,1.0416e+01,2.1680e+03,8.8188e+00,4.9929e+02,9.0076e+00,7.3941e+03,5.4703e+01,7.1583e+03
1.4297e+03,1.0560e+01,2.1678e+03,1.0414e+01,2.1678e+03,8.8167e+00,4.9915e+02,9.0054e+00,7.3917e+03,5.4685e+01,7.1560e+03
1.4347e+03,1.0558e+01,2.1676e+03,1.0412e+01,2.1676e+03,8.8145e+00,4.9902e+02,9.0032e+00,7.3894e+03,5.4667e+01,7.1536e+03
1.4397e+03,1.0556e+01,2.1674e+03,1.0409e+01,2.1674e+03,8.8124e+00,4.9888e+02,9.0010e+00,7.3870e+03,5.4650e+01,7.1513e+03
1.4447e+03,1.0554e+01,2.1672e+03,1.0407e+01,2.1672e+03,8.8103e+00,4.9875e+02,8.9989e+00,7.3847e+03,5.4632e+01,7.1491e+03
1.4497e+03,1.0551e+01,2.1670e+03,1.0405e+01,2.1670e+03,8.8082e+00,4.9862e+02,8.9967e+00,7.3824e+03,5.4615e+01,7.1468e+03
1.4547e+03,1.0549e+01,2.1668e+03,1.0403e+01,2.1668e+03,8.8062e+00,4.9849e+02,8.9946e+00,7.3802e+03,5.4598e+01,7.1446e+03
1.4597e+03,1.0547e+01,2.1666e+03,1.0401e+01,2.1666e+03,8.8041e+00,4.9836e+02,8.9925e+00,7.3779e+03,5.4581e+01,7.1424e+03
1.4647e+03,1.0545e+01,2.1663e+03,1.0399e+01,2.1663e+03,8.8021e+00,4.9824e+02,8.9904e+00,7.3757e+03,5.4564e+01,7.1402e+03
1.4697e+03,1.0543e+01,2.1661e+03,1.0397e+01,2.1661e+03,8.8001e+00,4.9811e+02,8.9884e+00,7.3735e+03,5.4547e+01,7.1380e+03
1.4747e+03,1.0541e+01,2.1659e+03,1.0394e+01,2.1659e+03,8.7981e+00,4.9799e+02,8.9863e+00,7.3713e+03,5.4531e+01,7.1359e+03
1.4797e+03,1.0539e+01,2.1657e+03,1.0392e+01,2.1657e+03,8.7962e+00,4.9786e+02,8.9843e+00,7.3692e+03,5.4515e+01,7.1337e+03
1.4847e+03,1.0537e+01,2.1655e+03,1.0390e+01,2.1655e+03,8.7942e+00,4.9774e+02,8.9823e+00,7.3670e+03,5.4498e+01,7.1316e+03
1.4897e+03,1.0535e+01,2.1653e+03,1.0388e+01,2.1653e+03,8.7923e+00,4.9762e+02,8.9803e+00,7.3649e+03,5.4482e+01,7.1295e+03
1.4947e+03,1.0533e+01,2.1651e+03,1.0386e+01,2.1651e+03,8.7904e+00,4.9750e+02,8.9784e+00,7.3628e+03,5.4467e+01,7.1275e+03
1.4997e+03,1.0531e+01,2.1649e+03,1.0384e+01,2.1649e+03,8.7885e+00,4.9739e+02,8.9764e+00,7.3607e+03,5.4451e+01,7.1254e+03
1.5047e+03,1.0529e+01,2.1647e+03,1.0382e+01,2.1647e+03,8.7867e+00,4.9727e+02,8.9745e+00,7.3587e+03,5.4435e+01,7.1234e+03
1.5097e+03,1.0527e+01,2.1645e+03,1.0380e+01,2.1645e+03,8.7848e+00,4.9715e+02,8.9726e+00,7.3566e+03,5.4420e+01,7.1214e+03
1.5147e+03,1.0525e+01,2.1643e+03,1.0379e+01,2.1643e+03,8.7830e+00,4.9704e+02,8.9707e+00,7.3546e+03,5.4405e+01,7.1194e+03
1.5197e+03,1.0523e+01,2.1640e+03,1.0377e+01,2.1640e+03,8.7812e+00,4.9692e+02,8.9688e+00,7.3526e+03,5.4389e+01,7.1174e+03
1.5247e+03,1.0521e+01,2.1638e+03,1.0375e+01,2.1638e+03,8.7793e+00,4.9681e+02,8.9670e+00,7.3506e+03,5.4374e+01,7.1155e+03
1.5297e+03,1.0519e+01,2.1636e+03,1.0373e+01,2.1636e+03,8.7776e+00,4.9670e+02,8.9651e+00,7.3486e+03,5.4360e+01,7.1135e+03
1.5347e+03,1.0517e+01,2.1634e+03,1.0371e+01,2.1634e+03,8.7758e+00,4.9659e+02,8.9633e+00,7.3467e+03,5.4345e+01,7.1116e+03
1.5397e+03,1.0515e+01,2.1632e+03,1.0369e+01,2.1632e+03,8.7740e+00,4.9648e+02,8.9615e+00,7.3447e+03,5.4330e+01,7.1097e+03
1.5447e+03,1.0514e+01,2.1630e+03,1.0367e+01,2.1630e+03,8.7723e+00,4.9637e+02,8.9597e+00,7.3428e+03,5.4316e+01,7.1078e+03
1.5497e+03,1.0512e+01,2.1628e+03,1.0365e+01,2.1628e+03,8.7705e+00,4.9626e+02,8.9579e+00,7.3409e+03,5.4301e+01,7.1059e+03
1.5547e+03,1.0510e+01,2.1626e+03,1.0364e+01,2.1626e+03,8.7688e+00,4.9616e+02,8.9561e+00,7.3390e+03,5.4287e+01,7.1041e+03
1.5597e+03,1.0508e+01,2.1624e+03,1.0362e+01,2.1624e+03,8.7671e+00,4.9605e+02,8.9544e+00,7.3371e+03,5.4273e+01,7.1022e+03
1.5647e+03,1.0506e+01,2.1622e+03,1.0360e+01,2.1622e+03,8.7654e+00,4.9594e+02,8.9526e+00,7.3352e+03,5.4258e+01,7.1004e+03
1.5697e+03,1.0505e+01,2.1620e+03,1.0358e+01,2.1620e+03,8.7637e+00,4.9584e+02,8.9509e+00,7.3334e+03,5.4244e+01,7.0985e+03
1.5747e+03,1.0503e+01,2.1617e+03,1.0357e+01,2.1617e+03,8.7621e+00,4.9573e+02,8.9492e+00,7.3315e+03,5.4231e+01,7.0967e+03
1.5797e+03,1.0501e+01,2.1615e+03,1.0355e+01,2.1615e+03,8.7604e+00,4.9563e+02,8.9475e+00,7.3297e+03,5.4217e+01,7.0949e+03
1.5847e+03,1.0499e+01,2.1613e+03,1.0353e+01,2.1613e+03,8.7588e+00,4.9553e+02,8.9458e+00,7.3279e+03,5.4203e+01,7.0931e+03
1.5897e+03,1.0498e+01,2.1611e+03,1.0351e+01,2.1611e+03,8.7571e+00,4.9543e+02,8.9441e+00,7.3261e+03,5.4190e+01,7.0914e+03
1.5947e+03,1.0496e+01,2.1609e+03,1.0350e+01,2.1609e+03,8.7555e+00,4.9533e+02,8.9424e+00,7.3243e+03,5.4176e+01,7.0896e+03
1.5997e+03,1.0494e+01,2.1607e+03,1.0348e+01,2.1607e+03,8.7539e+00,4.9523e+02,8.9408e+00,7.3225e+03,5.4163e+01,7.0879e+03
1.6047e+03,1.0492e+01,2.1605e+03,1.0346e+01,2.1605e+03,8.7523e+00,4.9513e+02,8.9391e+00,7.3208e+03,5.4149e+01,7.0861e+03
1.6097e+03,1.0491e+01,2.1603e+03,1.0344e+01,2.1603e+03,8.7507e+00,4.9503e+02,8.9375e+00,7.3190e+03,5.4136e+01,7.0844e+03
1.6147e+03,1.0489e+01,2.1601e+03,1.0343e+01,2.1601e+03,8.7491e+00,4.9493e+02,8.9358e+00,7.3173e+03,5.4123e+01,7.0827e+03
1.6197e+03,1.0487e+01,2.1599e+03,1.0341e+01,2.1599e+03,8.7476e+00,4.9483e+02,8.9342e+00,7.3155e+03,5.4110e+01,7.0810e+03
1.6247e+03,1.0486e+01,2.1597e+03,1.0339e+01,2.1597e+03,8.7460e+00,4.9474e+02,8.9326e+00,7.3138e+03,5.4097e+01,7.0793e+03
1.6297e+03,1.0484e+01,2.1595e+03,1.0338e+01,2.1595e+03,8.7445e+00,4.9464e+02,8.9310e+00,7.3121e+03,5.4084e+01,7.0776e+03
1.6347e+03,1.0482e+01,2.1592e+03,1.0336e+01,2.1592e+03,8.7429e+00,4.9455e+02,8.9294e+00,7.3104e+03,5.4071e+01,7.0759e+03
1.6397e+03,1.0481e+01,2.1590e+03,1.0335e+01,2.1590e+03,8.7414e+00,4.9445e+02,8.9279e+00,7.3087e+03,5.4058e+01,7.0743e+03
1.6447e+03,1.0479e+01,2.1588e+03,1.0333e+01,2.1588e+03,8.7399e+00,4.9436e+02,8.9263e+00,7.3070e+03,5.4046e+01,7.0726e+03
1.6497e+03,1.0477e+01,2.1586e+03,1.0331e+01,2.1586e+03,8.7383e+00,4.9426e+02,8.9247e+00,7.3054e+03,5.4033e+01,7.0710e+03
1.6547e+03,1.0476e+01,2.1584e+03,1.0330e+01,2.1584e+03,8.7368e+00,4.9417e+02,8.9232e+00,7.3037e+03,5.4021e+01,7.0694e+03
1.6597e+03,1.0474e+01,2.1582e+03,1.0328e+01,2.1582e+03,8.7353e+00,4.9408e+02,8.9216e+00,7.3021e+03,5.4008e+01,7.0677e+03
1.6647e+03,1.0473e+01,2.1580e+03,1.0327e+01,2.1580e+03,8.7338e+00,4.9398e+02,8.9201e+00,7.3004e+03,5.3996e+01,7.0661e+03
1.6697e+03,1.0471e+01,2.1578e+03,1.0325e+01,2.1578e+03,8.7324e+00,4.9389e+02,8.9186e+00,7.2988e+03,5.3983e+01,7.0645e+03
1.6747e+03,1.0469e+01,2.1576e+03,1.0323e+01,2.1576e+03,8.7309e+00,4.9380e+02,8.9171e+00,7.2971e+03,5.3971e+01,7.0629e+03
1.6797e+03,1.0468e+01,2.1574e+03,1.0322e+01,2.1574e+03,8.7294e+00,4.9371e+02,8.9155e+00,7.2955e+03,5.3959e+01,7.0613e+03
1.6847e+03,1.0466e+01,2.1572e+03,1.0320e+01,2.1572e+03,8.7280e+00,4.9362e+02,8.9140e+00,7.2939e+03,5.3947e+01,7.0597e+03
1.6897e+03,1.0465e+01,2.1569e+03,1.0319e+01,2.1569e+03,8.7265e+00,4.9353e+02,8.9125e+00,7.2923e+03,5.3935e+01,7.0582e+03
1.6947e+03,1.0463e+01,2.1567e+03,1.0317e+01,2.1567e+03,8.7251e+00,4.9344e+02,8.9111e+00,7.2907e+03,5.3923e+01,7.0566e+03
1.6997e+03,1.0462e+01,2.1565e+03,1.0316e+01,2.1565e+03,8.7236e+00,4.9335e+02,8.9096e+00,7.2891e+03,5.3911e+01,7.0550e+03
1.7047e+03,1.0460e+01,2.1563e+03,1.0314e+01,2.1563e+03,8.7222e+00,4.9327e+02,8.9081e+00,7.2876e+03,5.3899e+01,7.0535e+03
1.7097e+03,1.0459e+01,2.1561e+03,1.0313e+01,2.1561e+03,8.7208e+00,4.9318e+02,8.9066e+00,7.2860e+03,5.3887e+01,7.0519e+03
1.7147e+03,1.0457e+01,2.1559e+03,1.0311e+01,2.1559e+03,8.7194e+00,4.9309e+02,8.9052e+00,7.2844e+03,5.3875e+01,7.0504e+03
1.7197e+03,1.0456e+01,2.1557e+03,1.0310e+01,2.1557e+03,8.7179e+00,4.9300e+02,8.9037e+00,7.2829e+03,5.3863e+01,7.0489e+03
1.7247e+03,1.0454e+01,2.1555e+03,1.0308e+01,2.1555e+03,8.7165e+00,4.9292e+02,8.9023e+00,7.2813e+03,5.3852e+01,7.0474e+03
1.7297e+03,1.0452e+01,2.1553e+03,1.0307e+01,2.1553e+03,8.7151e+00,4.9283e+02,8.9008e+00,7.2798e+03,5.3840e+01,7.0458e+03
1.7347e+03,1.0451e+01,2.1551e+03,1.0305e+01,2.1551e+03,8.7137e+00,4.9274e+02,8.8994e+00,7.2782e+03,5.3829e+01,7.0443e+03
1.7397e+03,1.0449e+01,2.1549e+03,1.0304e+01,2.1549e+03,8.7124e+00,4.9266e+02,8.8980e+00,7.2767e+03,5.3817e+01,7.0428e+03
1.7447e+03,1.0448e+01,2.1547e+03,1.0302e+01,2.1547e+03,8.7110e+00,4.9257e+02,8.8965e+00,7.2752e+03,5.3805e+01,7.0413e+03
1.7497e+03,1.0447e+01,2.1544e+03,1.0301e+01,2.1544e+03,8.7096e+00,4.9249e+02,8.8951e+00,7.2737e+03,5.3794e+01,7.0398e+03
1.7547e+03,1.0445e+01,2.1542e+03,1.0299e+01,2.1542e+03,8.7082e+00,4.9241e+02,8.8937e+00,7.2722e+03,5.3783e+01,7.0383e+03
1.7597e+03,1.0444e+01,2.1540e+03,1.0298e+01,2.1540e+03,8.7069e+00,4.9232e+02,8.8923e+00,7.2707e+03,5.3771e+01,7.0369e+03
1.7647e+03,1.0442e+01,2.1538e+03,1.0296e+01,2.1538e+03,8.7055e+00,4.9224e+02,8.8909e+00,7.2692e+03,5.3760e+01,7.0354e+03
1.7697e+03,1.0441e+01,2.1536e+03,1.0295e+01,2.1536e+03,8.7042e+00,4.9215e+02,8.8895e+00,7.2677e+03,5.3749e+01,7.0339e+03
1.7747e+03,1.0439e+01,2.1534e+03,1.0293e+01,2.1534e+03,8.7028e+00,4.9207e+02,8.8881e+00,7.2662e+03,5.3737e+01,7.0325e+03
1.7797e+03,1.0438e+01,2.1532e+03,1.0292e+01,2.1532e+03,8.7015e+00,4.9199e+02,8.8867e+00,7.2647e+03,5.3726e+01,7.0310e+03
1.7847e+03,1.0436e+01,2.1530e+03,1.0290e+01,2.1530e+03,8.7001e+00,4.9191e+02,8.8854e+00,7.2632e+03,5.3715e+01,7.0296e+03
1.7897e+03,1.0435e+01,2.1528e+03,1.0289e+01,2.1528e+03,8.6988e+00,4.9182e+02,8.8840e+00,7.2617e+03,5.3704e+01,7.0281e+03
1.7947e+03,1.0433e+01,2.1526e+03,1.0287e+01,2.1526e+03,8.6974e+00,4.9174e+02,8.8826e+00,7.2603e+03,5.3693e+01,7.0267e+03
1.7997e+03,1.0432e+01,2.1524e+03,1.0286e+01,2.1524e+03,8.6961e+00,4.9166e+02,8.8812e+00,7.2588e+03,5.3682e+01,7.0252e+03
1.8000e+03,1.0432e+01,2.1523e+03,1.0286e+01,2.1523e+03,8.6960e+00,4.9166e+02,8.8812e+00,7.2587e+03,5.3681e+01,7.0251e+03
